X_SIR,Y_SIR,GT,K,TH,U,CT,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,B08,B09,R,G,B,TARGET,UNID,COD
637726.18,7978989.58,0.011775,1.11,17.09,4.03,8.05,3.34,12.38,0.27,1376.3,9694,9001,8742,8809,14051,15424,11706,8343,5078,119,170,86,2,Fm_BG,PP3csbg
637788.68,7978989.58,0.013443,1.15,17.28,3.95,8.07,3.44,12.61,0.27,1373.84,9713,9024,8701,8789,14747,15400,11526,8663,5087,112,163,64,2,Fm_BG,PP3csbg
637851.18,7978989.58,0.015099,1.15,16.15,3.7,7.85,3.75,12.94,0.28,1373.2,9307,8491,8011,7743,13287,12636,9552,8035,5087,112,163,86,2,Fm_BG,PP3csbg
637913.68,7978989.58,0.016903,1.1,14.03,3.45,7.45,4.24,13.42,0.31,1374.08,9315,8535,8022,7629,12587,12374,9427,7808,5066,62,119,64,2,Fm_BG,PP3csbg
637976.18,7978989.58,0.018345,0.99,11.37,3.23,6.92,4.89,14.06,0.34,1376.35,9533,8800,8492,8505,13421,15202,11653,8543,5083,131,119,126,2,Fm_BG,PP3csbg
637663.68,7978927.08,0.008623,0.95,15.51,4.09,7.66,3.55,12.97,0.28,1379.7,10243,9664,9501,10006,13980,18435,14231,9571,5090,205,221,189,2,Fm_BG,PP3csbg
637538.68,7978927.08,0.006557,0.85,9.66,3.85,6.69,3.99,12.33,0.35,1387.43,10653,10074,10048,10604,14594,18869,14581,10188,5084,134,59,106,2,Fm_BG,PP3csbg
637601.18,7978927.08,0.006528,0.92,12.72,3.99,7.25,3.72,12.71,0.31,1383.56,10262,9694,9545,9940,13993,18115,13817,9506,5066,163,170,169,2,Fm_BG,PP3csbg
637726.18,7978927.08,0.010788,0.96,17.43,4.1,7.86,3.49,13.15,0.26,1376.32,10267,9700,9616,10083,14326,18576,14155,9659,5074,220,223,207,2,Fm_BG,PP3csbg
637788.68,7978927.08,0.01232,0.98,17.07,3.94,7.77,3.64,13.26,0.27,1373.98,10111,9522,9290,9686,14196,17892,13773,9547,5070,157,207,179,2,Fm_BG,PP3csbg
637851.18,7978927.08,0.014999,1.0,15.5,3.68,7.48,3.97,13.4,0.29,1373.13,9319,8596,8104,7934,12760,12588,9562,8172,5089,160,209,155,2,Fm_BG,PP3csbg
637913.68,7978927.08,0.018037,1.01,13.2,3.39,7.1,4.46,13.62,0.33,1373.57,10140,9631,9171,9257,14802,15532,12179,10287,5096,102,170,126,2,Fm_BG,PP3csbg
637976.18,7978927.08,0.02019,0.99,10.64,3.06,6.63,5.06,13.91,0.37,1375.37,9692,9014,8870,8797,14216,15469,12029,8689,5090,53,71,25,2,Fm_BG,PP3csbg
637538.68,7978864.58,0.006225,0.86,11.16,3.8,6.79,4.06,13.12,0.33,1386.92,10795,10316,10486,11151,15385,19930,15530,10925,5090,210,218,223,2,Fm_BG,PP3csbg
637601.18,7978864.58,0.00585,0.92,13.79,3.97,7.28,3.8,13.47,0.29,1383.45,10578,10091,9972,10586,14561,19080,14752,9920,5080,222,219,222,2,Fm_BG,PP3csbg
637663.68,7978864.58,0.006573999999999999,0.93,15.89,4.08,7.62,3.66,13.69,0.27,1379.84,10207,9652,9541,10082,14309,18771,14424,9339,5060,238,223,229,2,Fm_BG,PP3csbg
637726.18,7978864.58,0.007312000000000002,0.89,16.87,4.08,7.71,3.66,13.79,0.27,1376.63,10149,9562,9393,9911,13857,18639,14548,9653,5076,242,232,234,2,Fm_BG,PP3csbg
637788.68,7978864.58,0.010425,0.88,16.23,3.87,7.53,3.85,13.79,0.28,1374.26,9944,9323,8964,9283,13653,16676,12702,9523,5079,217,204,200,2,Fm_BG,PP3csbg
637851.18,7978864.58,0.015785,0.89,14.41,3.59,7.15,4.21,13.76,0.31,1373.13,11918,11240,11952,12730,16737,21426,18091,9285,5089,230,223,216,2,Fm_BG,PP3csbg
637913.68,7978864.58,0.020339,0.92,11.92,3.33,6.71,4.69,13.75,0.35,1373.31,10027,9377,8983,9124,13963,16161,12419,8985,5075,141,110,133,2,Fm_BG,PP3csbg
637976.18,7978864.58,0.022702,0.95,9.32,3.07,6.25,5.26,13.74,0.4,1374.96,10251,9590,9383,9453,14402,16189,12942,9308,5074,102,110,118,2,Fm_BG,PP3csbg
637601.18,7978802.08,0.005151,0.93,15.56,3.82,7.42,3.86,14.15,0.28,1383.27,10751,10295,10105,10806,14769,19887,15113,11151,5081,245,241,241,2,Fm_BG,PP3csbg
637538.68,7978802.08,0.005815,0.86,13.41,3.62,7.0,4.1,13.85,0.31,1386.17,10911,10510,10682,11580,15700,19879,15269,10490,5072,228,230,230,2,Fm_BG,PP3csbg
637663.68,7978802.08,0.005065,0.94,16.82,3.94,7.68,3.75,14.31,0.26,1380.11,10847,10382,10730,11515,15757,20567,15915,10387,5080,230,204,216,2,Fm_BG,PP3csbg
637726.18,7978802.08,0.005464,0.87,16.6,3.97,7.62,3.8,14.32,0.27,1376.89,10154,9596,9415,9801,13819,18001,14056,9483,5076,214,188,185,2,Fm_BG,PP3csbg
637788.68,7978802.08,0.008895,0.81,15.35,3.69,7.31,4.06,14.19,0.29,1374.31,9819,9149,8593,8683,13655,16384,12067,9189,5061,199,191,176,2,Fm_BG,PP3csbg
637851.18,7978802.08,0.014428,0.77,13.1,3.38,6.83,4.45,14.0,0.33,1372.9,9685,8941,8300,8296,12580,14153,11300,7833,5071,241,224,229,2,Fm_BG,PP3csbg
637913.68,7978802.08,0.020899,0.8,10.35,3.17,6.26,4.94,13.81,0.37,1372.98,10093,9417,8980,9113,13988,15674,12245,9039,5073,243,237,243,2,Fm_BG,PP3csbg
637976.18,7978802.08,0.024577,0.87,7.69,3.06,5.68,5.48,13.61,0.42,1374.68,9839,9153,8605,8575,13226,15244,12041,8633,5084,153,71,98,2,Fm_BG,PP3csbg
637788.68,7978739.58,0.009372,0.77,14.77,3.35,7.1,4.27,14.42,0.31,1373.98,10546,10061,9815,10300,14921,20347,15869,11464,5091,196,191,179,2,Fm_BG,PP3csbg
637476.18,7978739.58,0.003448,0.76,13.66,3.07,6.93,4.45,14.12,0.33,1387.7,10518,9994,10100,10884,14894,18651,14764,10065,5071,170,88,154,2,Fm_BG,PP3csbg
637538.68,7978739.58,0.0045590000000000006,0.88,15.96,3.39,7.29,4.13,14.46,0.3,1385.26,10756,10263,10535,11388,15332,20387,15309,10617,5096,221,230,235,2,Fm_BG,PP3csbg
637601.18,7978739.58,0.00484,0.98,17.72,3.59,7.66,3.9,14.71,0.27,1382.88,10545,10037,9918,10429,14196,19013,14600,9773,5089,228,224,234,2,Fm_BG,PP3csbg
637663.68,7978739.58,0.006416,1.01,18.42,3.65,7.84,3.84,14.79,0.26,1380.21,10341,9807,9675,10222,14325,18410,14128,9108,5062,245,218,234,2,Fm_BG,PP3csbg
637726.18,7978739.58,0.008355,0.9,17.13,3.61,7.59,3.97,14.68,0.28,1376.89,10178,9644,9406,9921,14355,18677,14157,9657,5087,238,221,225,2,Fm_BG,PP3csbg
637851.18,7978739.58,0.011456,0.65,11.83,3.01,6.51,4.69,14.11,0.35,1372.29,10185,9528,9681,10277,13901,18935,15113,9015,5082,233,209,210,2,Fm_BG,PP3csbg
637913.68,7978739.58,0.015285,0.58,8.86,2.76,5.84,5.19,13.73,0.4,1372.51,9998,9341,9162,9625,13435,18071,14093,9408,5068,112,45,77,2,Fm_BG,PP3csbg
637976.18,7978739.58,0.019047,0.57,6.39,2.69,5.16,5.7,13.3,0.46,1374.71,10647,10045,9997,10683,14466,19788,16251,10109,5100,153,110,106,2,Fm_BG,PP3csbg
637413.68,7978677.08,0.005371,0.66,13.69,2.6,7.1,4.78,14.33,0.35,1387.88,10119,9529,9238,9765,13292,17531,13681,9831,5074,186,93,137,2,Fm_BG,PP3csbg
637476.18,7978677.08,0.003543,0.77,16.11,2.96,7.4,4.43,14.66,0.31,1386.06,10638,10129,10363,11133,14685,19097,15121,10423,5080,158,149,123,2,Fm_BG,PP3csbg
637538.68,7978677.08,0.003694,0.9,18.12,3.31,7.7,4.13,14.92,0.28,1384.12,10784,10315,10424,11030,14593,18953,15021,10135,5079,226,216,230,2,Fm_BG,PP3csbg
637601.18,7978677.08,0.0050100000000000006,1.03,19.47,3.49,7.94,3.93,15.12,0.26,1382.24,10450,9941,9746,10257,14035,18454,14213,10093,5084,239,225,238,2,Fm_BG,PP3csbg
637663.68,7978677.08,0.01059,1.08,19.91,3.43,7.94,3.9,15.13,0.26,1379.66,10318,9744,9585,10041,14005,18594,14291,9135,5093,238,215,234,2,Fm_BG,PP3csbg
637726.18,7978677.08,0.014989,0.93,17.45,3.34,7.55,4.11,14.89,0.29,1376.08,10173,9578,9348,9723,13690,17991,14186,9633,5087,212,177,189,2,Fm_BG,PP3csbg
637788.68,7978677.08,0.019372,0.75,14.04,3.06,6.9,4.46,14.52,0.32,1372.88,9735,9077,8672,8831,13687,16403,12437,8566,5085,218,221,210,2,Fm_BG,PP3csbg
637851.18,7978677.08,0.019257,0.56,10.46,2.66,6.19,4.91,14.09,0.37,1371.07,9986,9366,9445,10452,14591,18246,14432,8934,5106,250,248,251,2,Fm_BG,PP3csbg
637913.68,7978677.08,0.018618,0.41,7.33,2.28,5.45,5.42,13.59,0.43,1371.42,9501,8775,8190,8096,13159,14320,10314,8396,5084,185,114,166,2,Fm_BG,PP3csbg
637976.18,7978677.08,0.018717,0.41,5.24,2.25,4.69,5.92,12.97,0.49,1374.16,10421,9893,9550,9981,13519,18587,14934,10972,5094,163,123,122,2,Fm_BG,PP3csbg
637413.68,7978614.58,0.009356,0.69,14.82,3.07,7.63,4.68,14.77,0.33,1385.75,9961,9367,9174,9652,13224,17541,13440,9428,5086,96,56,52,2,Fm_BG,PP3csbg
637476.18,7978614.58,0.007578,0.79,17.54,3.28,7.96,4.35,15.02,0.29,1384.05,10275,9709,9692,10229,13950,17900,13862,9964,5085,158,128,148,2,Fm_BG,PP3csbg
637538.68,7978614.58,0.007176,0.92,19.46,3.53,8.21,4.08,15.21,0.27,1382.4,10383,9864,9544,9969,13478,16479,13178,8840,5078,172,102,140,2,Fm_BG,PP3csbg
637601.18,7978614.58,0.008298999999999999,1.02,20.01,3.67,8.32,3.92,15.34,0.26,1380.83,10192,9628,9408,9852,13566,17811,13763,9535,5087,166,114,147,2,Fm_BG,PP3csbg
637663.68,7978614.58,0.014648,1.02,19.45,3.54,8.07,3.98,15.22,0.27,1377.84,10242,9725,9628,10145,14313,18615,14214,9655,5089,157,124,136,2,Fm_BG,PP3csbg
637726.18,7978614.58,0.022965,0.89,16.68,3.34,7.51,4.23,14.9,0.3,1374.07,9960,9337,9088,9319,13429,16805,13314,9204,5077,187,145,158,2,Fm_BG,PP3csbg
637788.68,7978614.58,0.031655,0.72,12.85,3.01,6.74,4.61,14.45,0.34,1370.65,9918,9279,9239,9585,13567,18462,13983,8895,5069,187,119,147,2,Fm_BG,PP3csbg
637851.18,7978614.58,0.039159,0.54,8.88,2.59,5.9,5.09,13.93,0.39,1368.83,9427,8676,8172,8169,12287,14160,10628,8294,5086,177,140,153,2,Fm_BG,PP3csbg
637913.68,7978614.58,0.030097,0.4,5.65,2.21,5.1,5.62,13.34,0.45,1369.38,9751,9011,8608,8655,12430,15646,11918,8948,5084,223,177,195,2,Fm_BG,PP3csbg
637413.68,7978552.08,0.013350999999999998,0.73,15.17,3.73,8.04,4.56,15.08,0.31,1383.5,9703,9046,8697,9019,12771,16720,12322,8752,5090,92,93,69,2,Fm_BG,PP3csbg
637476.18,7978552.08,0.01108,0.84,18.3,3.86,8.44,4.24,15.23,0.28,1381.49,9834,9225,8955,9324,12902,17187,12937,9069,5076,148,88,119,2,Fm_BG,PP3csbg
637538.68,7978552.08,0.011166,0.93,20.52,3.95,8.66,4.01,15.3,0.26,1379.69,10174,9571,9469,9919,13398,17112,13341,9674,5087,158,115,134,2,Fm_BG,PP3csbg
637601.18,7978552.08,0.013046,0.95,21.06,3.88,8.68,3.91,15.31,0.26,1377.8,10278,9748,9628,10180,13896,17952,14147,9646,5081,142,80,123,2,Fm_BG,PP3csbg
637663.68,7978552.08,0.020549,0.95,19.09,3.77,8.17,4.03,15.12,0.27,1374.74,10027,9440,9181,9486,13549,17263,13216,9319,5079,141,114,130,2,Fm_BG,PP3csbg
637726.18,7978552.08,0.03138,0.85,15.73,3.51,7.45,4.32,14.76,0.31,1371.04,9807,9141,8836,9102,13376,16992,12840,8764,5089,227,219,222,2,Fm_BG,PP3csbg
637788.68,7978552.08,0.038454,0.7,11.66,3.14,6.59,4.75,14.27,0.36,1367.66,9434,8686,8269,8232,12646,15488,11329,8433,5069,194,153,158,2,Fm_BG,PP3csbg
637851.18,7978552.08,0.044052,0.54,7.5,2.7,5.67,5.26,13.69,0.42,1366.07,9255,8452,8000,7732,12657,13116,9707,8250,5058,238,201,208,2,Fm_BG,PP3csbg
637413.68,7978489.58,0.018844,0.82,15.1,4.41,8.28,4.39,15.24,0.29,1381.02,9335,8608,8287,8005,15520,13719,9746,8315,5084,99,161,99,2,Fm_BG,PP3csbg
637476.18,7978489.58,0.015771,0.95,18.33,4.57,8.72,4.1,15.3,0.27,1378.61,9878,9269,9116,9555,13468,17183,12944,9427,5065,112,103,107,2,Fm_BG,PP3csbg
637538.68,7978489.58,0.014876,1.02,20.62,4.59,8.86,3.93,15.29,0.26,1376.47,9931,9335,9127,9588,13593,16996,12932,8985,5082,121,97,115,2,Fm_BG,PP3csbg
637601.18,7978489.58,0.017986000000000002,1.02,20.47,4.41,8.66,3.91,15.19,0.26,1373.94,9965,9341,9051,9379,13261,17254,13096,9197,5074,138,102,130,2,Fm_BG,PP3csbg
637663.68,7978489.58,0.027691000000000004,0.97,18.19,4.16,8.08,4.07,14.95,0.28,1370.94,10070,9438,9192,9538,13347,17794,13543,8997,5086,214,202,214,2,Fm_BG,PP3csbg
637726.18,7978489.58,0.041212,0.86,14.77,3.8,7.34,4.4,14.55,0.32,1367.6,9484,8782,8376,8585,12409,16339,11818,8461,5087,217,204,210,2,Fm_BG,PP3csbg
637788.68,7978489.58,0.051889,0.71,10.89,3.38,6.51,4.86,14.04,0.37,1364.54,9336,8565,8162,7928,13569,13733,9840,8309,5091,172,128,136,2,Fm_BG,PP3csbg
637413.68,7978427.08,0.023836000000000003,0.93,14.41,5.02,8.47,4.23,15.3,0.28,1378.38,9043,8178,7685,6782,16211,10343,7334,7324,5066,51,202,52,2,Fm_BG,PP3csbg
637476.18,7978427.08,0.019018,1.09,17.54,5.28,8.92,3.98,15.28,0.26,1375.43,9348,8586,8285,8054,14568,13332,9585,8092,5082,66,205,107,2,Fm_BG,PP3csbg
637538.68,7978427.08,0.019795,1.16,20.13,5.23,8.96,3.84,15.2,0.26,1373.09,9324,8603,8018,7778,14461,12765,9297,8697,5069,112,98,119,2,Fm_BG,PP3csbg
637601.18,7978427.08,0.021147,1.13,19.39,4.92,8.6,3.89,15.04,0.27,1370.23,9602,8867,8378,8337,13937,14619,10543,8044,5093,145,111,134,2,Fm_BG,PP3csbg
637663.68,7978427.08,0.025595,1.05,17.05,4.52,7.99,4.1,14.76,0.29,1367.31,9585,8879,8371,8562,12421,16421,12038,8474,5063,215,160,191,2,Fm_BG,PP3csbg
637726.18,7978427.08,0.039015,0.91,13.89,4.07,7.27,4.46,14.34,0.33,1364.52,9401,8689,8273,8379,12987,15190,10863,8422,5105,234,210,214,2,Fm_BG,PP3csbg
637413.68,7978364.58,0.026616,1.01,13.24,5.38,8.67,4.09,15.32,0.27,1375.67,9745,9114,8644,8656,15530,15789,11574,9162,5084,25,208,32,2,Fm_BG,PP3csbg
637476.18,7978364.58,0.017619,1.22,15.48,5.76,9.14,3.88,15.23,0.26,1372.34,9087,8203,7692,7064,14601,11055,8026,7381,5070,21,198,32,2,Fm_BG,PP3csbg
637538.68,7978364.58,0.014563,1.26,17.57,5.57,9.07,3.8,15.12,0.26,1369.74,8952,8059,7272,6616,15485,9183,6732,7395,5077,85,225,168,2,Fm_BG,PP3csbg
637601.18,7978364.58,0.023398,1.22,17.44,5.17,8.61,3.89,14.92,0.27,1367.08,9127,8274,7820,7316,14753,11638,8473,7396,5070,154,205,182,2,Fm_BG,PP3csbg
637663.68,7978364.58,0.031372000000000004,1.14,15.65,4.68,7.96,4.13,14.61,0.3,1364.48,9578,8864,8663,8720,13511,15097,11117,7998,5079,195,171,173,2,Fm_BG,PP3csbg
637726.18,7978364.58,0.037024,1.02,12.94,4.15,7.27,4.52,14.18,0.34,1362.16,9311,8544,8125,7788,13414,13263,9679,7982,5071,189,170,166,2,Fm_BG,PP3csbg
637413.68,7978302.08,0.0243,1.01,12.53,5.3,8.77,3.98,15.37,0.26,1372.97,9454,8712,8519,8189,15512,13977,10375,8201,5093,53,115,29,2,Fm_BG,PP3csbg
637476.18,7978302.08,0.014200999999999997,1.23,13.97,5.53,9.07,3.81,15.25,0.25,1369.59,9392,8628,8264,8120,14467,14863,10583,8297,5080,188,202,137,2,Fm_BG,PP3csbg
637538.68,7978302.08,0.007734,1.28,15.66,5.45,9.08,3.78,15.11,0.26,1367.23,10120,9487,9450,9964,16044,16205,12239,11297,5102,51,137,42,2,Fm_BG,PP3csbg
637601.18,7978302.08,0.020012,1.27,15.89,5.11,8.67,3.9,14.87,0.27,1364.92,9172,8376,7880,7386,13910,11757,8601,7568,5079,69,192,86,2,Fm_BG,PP3csbg
637663.68,7978302.08,0.02856,1.23,14.49,4.61,8.01,4.16,14.54,0.3,1362.67,9250,8471,8105,7653,13518,12766,9389,7865,5069,126,68,73,2,Fm_BG,PP3csbg
637726.18,7978302.08,0.035172,1.16,12.03,4.07,7.31,4.58,14.11,0.35,1360.74,9324,8580,8163,7958,13254,13737,9839,7934,5076,185,124,136,2,Fm_BG,PP3csbg
637726.18,7978239.57,0.036675,1.27,11.45,3.93,7.41,4.66,14.15,0.35,1360.6,9309,8539,8027,7839,13898,13186,9617,8174,5065,119,102,94,2,Fm_BG,PP3csbg
637351.18,7978239.58,0.025478,0.83,12.17,4.92,8.74,4.08,15.52,0.27,1374.65,9605,8935,8554,8980,12977,17273,12589,8696,5091,163,120,134,2,Fm_BG,PP3csbg
637413.68,7978239.58,0.024216,0.93,12.85,5.05,8.83,3.89,15.52,0.26,1370.89,9575,8902,8502,8695,13300,16584,12082,8587,5064,135,149,111,2,Fm_BG,PP3csbg
637476.18,7978239.58,0.018334,1.09,13.92,5.2,8.98,3.78,15.43,0.25,1367.84,9673,8990,8728,8879,13376,16520,12135,8799,5068,53,178,48,2,Fm_BG,PP3csbg
637538.68,7978239.58,0.01398,1.19,15.14,5.15,9.09,3.77,15.24,0.26,1365.75,9355,8543,8297,7918,14965,13125,9830,8303,5073,119,178,116,2,Fm_BG,PP3csbg
637601.18,7978239.58,0.020972,1.25,15.41,4.86,8.79,3.91,14.95,0.27,1363.77,9510,8748,8358,8209,12591,13879,10491,7991,5069,204,223,211,2,Fm_BG,PP3csbg
637663.68,7978239.57,0.030663,1.28,14.1,4.42,8.16,4.2,14.59,0.3,1362.0,9588,8848,8480,8386,13601,13765,10594,7755,5072,135,98,95,2,Fm_BG,PP3csbg
637788.68,7978239.57,0.038899,1.08,9.16,3.56,6.64,5.4,13.66,0.42,1359.92,9532,8835,8497,8589,13502,16009,12122,8168,5067,81,140,86,2,Fm_BG,PP3csbg
637351.18,7978177.07,0.026463,0.81,13.58,4.83,9.0,3.98,15.73,0.26,1371.87,9532,8907,8575,8986,13180,16894,12134,8634,5082,129,103,111,2,Fm_BG,PP3csbg
637413.68,7978177.07,0.027294,0.8,13.64,4.79,8.92,3.84,15.8,0.25,1368.84,9557,8862,8453,8797,12724,16908,12111,8527,5061,126,137,116,2,Fm_BG,PP3csbg
637476.18,7978177.07,0.030645,0.93,14.57,4.89,9.07,3.76,15.72,0.25,1366.55,9666,8986,8633,8910,12634,16818,12530,8693,5073,129,154,95,2,Fm_BG,PP3csbg
637538.68,7978177.07,0.02324,1.08,15.72,4.84,9.2,3.76,15.49,0.25,1364.87,9874,9207,8854,9100,13542,17241,12964,8865,5073,119,175,107,2,Fm_BG,PP3csbg
637601.18,7978177.07,0.024187,1.2,16.2,4.59,8.99,3.91,15.16,0.27,1363.28,9648,8965,8668,8950,13463,17449,12937,8812,5062,112,198,154,2,Fm_BG,PP3csbg
637663.68,7978177.07,0.030866,1.25,15.16,4.22,8.42,4.22,14.75,0.3,1361.99,9656,8973,8712,8951,13662,16301,12097,8798,5075,178,168,177,2,Fm_BG,PP3csbg
637726.18,7978177.07,0.032417,1.23,12.5,3.86,7.61,4.74,14.29,0.35,1361.22,9641,8929,8631,8949,13398,16381,12274,8369,5088,99,160,115,2,Fm_BG,PP3csbg
637788.68,7978177.07,0.032249,1.07,9.61,3.57,6.7,5.58,13.83,0.42,1360.99,10921,10203,10586,11024,14432,19240,16085,9967,5085,68,167,73,2,Fm_BG,PP3csbg
637851.18,7978177.07,0.035811,0.83,6.72,3.37,5.74,6.59,13.3,0.52,1361.71,9925,9283,8500,8736,12435,15918,12595,8584,5065,92,153,68,2,Fm_BG,PP3csbg
637288.68,7978114.57,0.030488,0.93,16.08,5.06,9.47,4.1,15.8,0.27,1371.12,9797,9148,8780,9059,12799,17322,13096,8749,5074,204,111,154,2,Fm_BG,PP3csbg
637351.18,7978114.57,0.026787,0.73,14.79,4.87,9.23,3.9,16.05,0.25,1369.21,9682,9044,8642,8984,13107,17154,12567,8575,5068,160,115,134,2,Fm_BG,PP3csbg
637413.68,7978114.57,0.027271,0.65,14.56,4.74,9.04,3.79,16.2,0.24,1367.1,9563,8927,8504,8843,12681,16750,12106,8547,5061,109,111,95,2,Fm_BG,PP3csbg
637476.18,7978114.57,0.028189,0.8,15.59,4.73,9.27,3.73,16.11,0.24,1365.48,9670,9004,8574,8830,12345,16638,12352,8639,5074,129,125,119,2,Fm_BG,PP3csbg
637538.68,7978114.57,0.025039,1.01,17.01,4.65,9.42,3.75,15.85,0.25,1364.27,9615,8941,8421,8531,12289,16205,12001,8649,5071,154,98,119,2,Fm_BG,PP3csbg
637601.18,7978114.57,0.021064,1.17,17.91,4.41,9.26,3.9,15.47,0.26,1363.17,9533,8753,8510,8560,13634,15822,11876,8409,5086,188,137,156,2,Fm_BG,PP3csbg
637663.68,7978114.57,0.024781,1.24,17.25,4.06,8.73,4.23,15.01,0.3,1362.38,9889,9234,9001,9382,12949,16750,12977,9160,5085,112,146,95,2,Fm_BG,PP3csbg
637726.18,7978114.57,0.025676,1.19,14.18,3.82,7.89,4.77,14.51,0.34,1362.19,10433,9790,9745,10255,14187,18488,15104,9477,5080,126,153,107,2,Fm_BG,PP3csbg
637788.68,7978114.57,0.025159,1.03,10.55,3.6,6.85,5.72,14.1,0.43,1362.5,10535,9830,9798,10017,13656,17747,14935,10735,5080,119,145,118,2,Fm_BG,PP3csbg
637851.18,7978114.57,0.030268,0.78,6.92,3.46,5.76,6.8,13.59,0.52,1363.58,10174,9479,9060,9244,12505,17411,14086,8936,5080,214,145,187,2,Fm_BG,PP3csbg
637163.68,7978052.07,0.021608,1.25,19.82,5.73,9.71,4.91,15.69,0.31,1368.78,10597,10137,10460,11241,15095,20604,15889,10134,5080,110,64,95,2,Fm_BG,PP3csbg
637226.18,7978052.07,0.025353,1.13,19.15,5.51,9.97,4.33,15.72,0.28,1368.82,10103,9514,9588,10127,14293,18272,13961,9325,5088,157,103,137,2,Fm_BG,PP3csbg
637288.68,7978052.07,0.025649,0.9,17.3,5.22,9.86,3.99,16.05,0.26,1368.29,10345,9748,9643,10099,14233,18457,14791,9613,5081,190,89,141,2,Fm_BG,PP3csbg
637351.18,7978052.07,0.022045,0.67,15.62,4.95,9.62,3.83,16.46,0.25,1367.1,10008,9346,9079,9368,13339,17545,13744,8952,5070,173,108,148,2,Fm_BG,PP3csbg
637413.68,7978052.07,0.01795,0.53,15.3,4.78,9.56,3.76,16.69,0.24,1365.73,9471,8752,8331,8229,14627,14429,10483,7481,5064,135,111,107,2,Fm_BG,PP3csbg
637476.18,7978052.07,0.013401,0.75,16.72,4.75,9.72,3.7,16.59,0.23,1364.69,9359,8593,8138,7943,13512,13963,9988,7899,5094,116,111,111,2,Fm_BG,PP3csbg
637538.68,7978052.07,0.01113,1.02,18.55,4.68,9.81,3.73,16.29,0.24,1363.93,9691,9010,8651,8616,13086,15933,11955,8389,5078,148,88,119,2,Fm_BG,PP3csbg
637601.18,7978052.07,0.012947,1.22,19.93,4.45,9.65,3.89,15.87,0.25,1363.31,9585,8890,8641,8737,13502,16210,11932,9105,5068,154,85,123,2,Fm_BG,PP3csbg
637663.68,7978052.07,0.018626,1.29,19.86,4.03,9.11,4.25,15.39,0.29,1363.03,9810,9179,8864,9231,12971,16103,12264,8903,5074,99,115,86,2,Fm_BG,PP3csbg
637726.18,7978052.07,0.021898,1.21,16.17,3.86,8.18,4.92,14.93,0.35,1363.4,10858,10280,10444,10918,15167,19704,16256,10070,5092,128,92,118,2,Fm_BG,PP3csbg
637788.68,7978052.07,0.026018,1.0,11.65,3.64,7.03,5.85,14.48,0.43,1364.29,10228,9623,9069,9387,13044,16711,13886,8878,5084,153,97,126,2,Fm_BG,PP3csbg
637851.18,7978052.07,0.031487,0.71,7.29,3.45,5.83,6.91,13.98,0.52,1365.78,10060,9433,8583,8865,11959,17057,13415,9672,5063,214,102,163,2,Fm_BG,PP3csbg
637101.18,7977989.57,0.032478,1.19,17.38,5.59,9.37,5.79,16.17,0.35,1365.51,10081,9534,9670,10216,14461,18204,14057,9829,5086,96,103,95,2,Fm_BG,PP3csbg
637163.68,7977989.57,0.027906,1.26,19.94,5.75,10.22,4.78,15.62,0.31,1365.4,11345,11011,11540,12677,16682,21154,16726,12880,5088,126,80,107,2,Fm_BG,PP3csbg
637226.18,7977989.57,0.024388,1.14,19.73,5.58,10.42,4.19,15.82,0.28,1365.68,10419,9990,10300,11063,15270,19642,15140,10469,5072,195,111,159,2,Fm_BG,PP3csbg
637288.68,7977989.57,0.022002,0.94,17.99,5.29,10.29,3.88,16.35,0.26,1365.83,10055,9542,9722,10373,14547,18645,14289,9992,5097,148,68,95,2,Fm_BG,PP3csbg
637351.18,7977989.57,0.018549,0.75,16.25,5.04,10.05,3.74,16.91,0.24,1365.36,9863,9250,8982,9382,13456,17717,13553,9411,5086,183,129,156,2,Fm_BG,PP3csbg
637413.68,7977989.57,0.01306,0.7,16.47,4.92,10.14,3.67,17.15,0.23,1364.63,9357,8580,8130,7892,14148,13368,9779,8214,5076,145,103,107,2,Fm_BG,PP3csbg
637476.18,7977989.57,0.00672,0.88,18.09,4.95,10.27,3.64,17.06,0.22,1364.11,9647,9000,8641,8706,14187,15023,11131,9009,5080,102,125,91,2,Fm_BG,PP3csbg
637538.68,7977989.57,0.007913,1.15,19.94,5.0,10.3,3.69,16.76,0.23,1363.81,9982,9419,9466,10048,14460,18154,13574,9836,5070,92,93,107,2,Fm_BG,PP3csbg
637601.18,7977989.57,0.013956,1.37,21.19,4.9,10.11,3.87,16.31,0.25,1363.7,10140,9608,9608,10188,14259,17656,13569,10106,5077,142,80,123,2,Fm_BG,PP3csbg
637663.68,7977989.57,0.020031,1.43,20.8,4.53,9.56,4.27,15.82,0.28,1363.96,9676,9050,8820,9108,12599,15658,11892,9062,5089,109,178,134,2,Fm_BG,PP3csbg
637726.18,7977989.57,0.023896,1.27,17.16,4.17,8.5,4.96,15.36,0.33,1364.94,10664,10129,10036,10538,14897,18557,14860,9946,5089,125,102,98,2,Fm_BG,PP3csbg
637788.68,7977989.57,0.029713,0.98,12.28,3.78,7.21,5.84,14.9,0.41,1366.46,10147,9468,9096,9479,12653,17929,15082,9943,5073,207,167,171,2,Fm_BG,PP3csbg
