X,Y,GT,K,TH,U,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,R,G,B,TARGET,UNID,COD
638663.6800000003,7982114.58,0.004847,0.29,2.62,1.13,2.52,6.39,0.39,1437.2600000000002,10376,9789,9415,9800,13385,17978,15062,250,216,245,6,Fm_GM,PP4egm
638726.1800000003,7982114.58,0.007109999999999998,0.51,3.49,1.27,2.09,5.96,0.35,1433.11,9727,9048,8710,8930,12577,16898,12719,222,120,198,6,Fm_GM,PP4egm
638788.6800000003,7982114.58,0.010964,0.77,4.28,1.5,1.71,5.41,0.32,1428.73,9673,8920,8513,8705,12498,17085,13238,238,160,209,6,Fm_GM,PP4egm
638726.1800000003,7982052.08,0.008121,0.63,3.58,1.37,2.26,5.94,0.37,1434.33,9738,9039,8590,8825,12695,16702,12691,220,125,202,6,Fm_GM,PP4egm
638788.6800000003,7982052.08,0.01611,1.01,5.06,1.52,1.83,5.37,0.34,1429.85,9904,9288,8861,9376,13217,17623,13344,226,171,205,6,Fm_GM,PP4egm
638726.1800000003,7981989.580000001,0.005463,0.8,4.08,1.4,2.43,5.88,0.4,1435.3,10489,9958,9507,10044,13951,18333,14800,229,121,189,6,Fm_GM,PP4egm
638788.6800000003,7981989.580000001,0.009294,1.31,5.96,1.54,1.92,5.32,0.36,1430.77,9921,9262,8979,9527,13315,17864,13740,176,85,130,6,Fm_GM,PP4egm
638851.1800000003,7981989.580000001,0.015329,1.72,7.84,1.66,1.53,4.85,0.33,1426.55,9687,8922,8625,8889,12698,16443,12516,206,145,177,6,Fm_GM,PP4egm
638788.6800000003,7981927.08,0.009125,1.53,6.54,1.59,1.99,5.26,0.37,1431.37,10013,9421,8899,9464,13305,17400,13711,232,157,205,6,Fm_GM,PP4egm
638851.1800000003,7981927.08,0.009829,2.06,8.7,1.74,1.56,4.84,0.34,1427.09,10019,9443,9320,9670,13299,18865,13896,216,124,185,6,Fm_GM,PP4egm
638788.6800000003,7981864.58,0.018062,1.48,6.26,1.71,2.03,5.28,0.38,1431.66,9805,9178,8825,9323,12563,17872,14079,222,120,181,6,Fm_GM,PP4egm
638851.1800000003,7981864.58,0.0167,1.95,7.79,2.02,1.62,5.04,0.34,1427.44,10952,10331,10797,12069,15612,21687,16341,217,111,196,6,Fm_GM,PP4egm
638788.6800000003,7981802.080000001,0.029771,1.25,6.2,1.71,2.04,5.34,0.39,1431.45,9989,9386,9332,10176,13814,18607,14555,197,82,153,6,Fm_GM,PP4egm
638851.1800000003,7981802.080000001,0.024932,1.61,7.65,2.04,1.69,5.33,0.35,1427.74,11078,10718,11299,12867,16537,23611,17894,181,85,147,6,Fm_GM,PP4egm
638788.6800000003,7981739.580000001,0.059577,0.99,6.48,1.79,2.1,5.56,0.39,1431.18,9917,9294,9261,10001,13830,17617,13667,219,142,189,6,Fm_GM,PP4egm
638851.1800000003,7981739.580000001,0.04502,1.27,7.92,2.16,1.79,5.68,0.35,1427.59,11457,10991,11386,13207,17477,22719,16787,221,186,217,6,Fm_GM,PP4egm
638788.6800000003,7981677.080000001,0.083539,0.79,6.9,1.99,2.15,5.84,0.39,1430.62,9720,9085,9185,9936,13721,17579,13395,195,107,147,6,Fm_GM,PP4egm
638726.1800000003,7981677.080000001,0.081763,0.52,5.24,1.66,2.6,5.83,0.45,1434.32,9701,9018,8866,9343,13164,17582,13470,220,111,181,6,Fm_GM,PP4egm
638851.1800000003,7981677.080000001,0.065116,1.03,8.44,2.44,1.88,6.07,0.34,1426.89,11774,11459,12140,14173,18090,24553,18836,226,214,232,6,Fm_GM,PP4egm
638726.1800000003,7981614.579999999,0.076843,0.5,5.54,2.03,2.63,6.13,0.44,1433.3,9233,8435,7845,7747,15048,12912,9049,136,37,76,6,Fm_GM,PP4egm
638788.6800000003,7981614.579999999,0.068422,0.72,7.33,2.35,2.22,6.23,0.38,1429.61,9209,8379,7921,7889,16226,13324,9158,204,171,181,6,Fm_GM,PP4egm
638851.1800000003,7981614.579999999,0.056184000000000005,0.93,9.07,2.82,1.98,6.53,0.34,1425.68,9677,8877,8516,8842,12779,15901,11801,216,189,217,6,Fm_GM,PP4egm
638726.1800000003,7981552.08,0.092392,0.51,5.59,2.35,2.65,6.49,0.43,1431.99,9216,8485,7969,7918,15085,13254,9325,206,205,185,6,Fm_GM,PP4egm
638788.6800000003,7981552.08,0.072996,0.74,7.51,2.67,2.3,6.67,0.37,1428.04,9380,8648,8154,8250,14871,14578,10313,222,214,209,6,Fm_GM,PP4egm
638851.1800000003,7981552.08,0.045628,0.97,9.44,3.09,2.09,7.01,0.33,1423.88,9393,8679,8271,8357,13056,15146,10889,142,149,147,6,Fm_GM,PP4egm
639226.1800000003,7979052.08,0.040984,0.10203459449991208,0.9040604308985836,1.46,16.16,20.33,0.87,1401.19,9711,8984,8519,8588,12140,14876,11814,93,99,89,6,Fm_GM,PP4egm
639163.6800000003,7978989.580000001,0.029223,0.10203459449991208,0.9040604308985836,1.54,15.62,20.25,0.86,1402.42,9616,8939,8664,8829,12991,14976,11801,82,85,72,6,Fm_GM,PP4egm
639226.1800000003,7978989.580000001,0.033565,0.10203459449991208,0.9040604308985836,1.43,15.98,19.0,0.88,1402.4000000000005,10496,9952,9219,9510,12761,15987,13434,117,81,97,6,Fm_GM,PP4egm
639163.6800000003,7978927.079999999,0.024157,0.10203459449991208,0.9040604308985836,1.59,15.33,18.73,0.87,1403.47,11720,11259,11204,11692,15382,19011,16228,85,57,72,6,Fm_GM,PP4egm
639226.1800000003,7978927.079999999,0.028211,0.10203459449991208,0.9040604308985836,1.46,15.77,17.84,0.89,1403.77,10653,10088,9628,9982,13762,16692,14052,127,69,89,6,Fm_GM,PP4egm
639101.18,7978864.579999999,0.018927,0.10203459449991208,1.54,1.44,14.06,18.64,0.8,1404.71,11932,11600,11281,11905,15850,20027,17172,173,54,133,6,Fm_GM,PP4egm
639163.6800000003,7978864.579999999,0.020857,0.10203459449991208,0.9040604308985836,1.43,14.94,17.64,0.86,1404.68,9800,9072,8843,8628,12736,15006,12129,161,69,129,6,Fm_GM,PP4egm
639226.1800000003,7978864.579999999,0.024014,0.10203459449991208,0.9040604308985836,1.4,15.53,16.93,0.9,1405.18,10053,9401,8700,8718,12369,14820,12554,210,137,187,6,Fm_GM,PP4egm
638913.6800000003,7978802.079999999,0.015533000000000003,0.2,3.7,1.05,9.0,16.28,0.58,1413.5100000000002,10887,10321,9907,10350,14244,19953,17089,201,44,106,6,Fm_GM,PP4egm
638976.1800000003,7978802.079999999,0.016382,0.13,3.38,0.99,10.59,17.5,0.64,1409.75,10387,9769,9012,9354,13237,15796,13379,226,111,183,6,Fm_GM,PP4egm
639038.68,7978802.079999999,0.017196,0.10203459449991208,2.96,0.94,12.22,18.14,0.71,1406.89,10326,9784,9070,9274,13129,15894,13318,145,37,85,6,Fm_GM,PP4egm
639101.18,7978802.079999999,0.017708,0.10203459449991208,1.87,1.07,13.5,17.69,0.78,1405.81,11486,10886,11051,11552,15231,18898,16330,136,65,93,6,Fm_GM,PP4egm
639163.6800000003,7978802.079999999,0.018633,0.10203459449991208,1.1,1.16,14.55,16.96,0.85,1406.0,9741,9037,8650,8456,12860,14191,11596,243,214,235,6,Fm_GM,PP4egm
639226.1800000003,7978802.079999999,0.020725,0.10203459449991208,0.9040604308985836,1.2,15.32,16.38,0.9,1406.6500000000005,10257,9553,9162,9224,12926,15683,13202,208,120,185,6,Fm_GM,PP4egm
638913.6800000003,7978739.58,0.014519999999999996,0.25,3.2,0.84,8.29,14.74,0.57,1414.23,11149,10698,10256,10752,14724,20962,18167,183,107,169,6,Fm_GM,PP4egm
638976.1800000003,7978739.58,0.014925,0.2,2.75,0.78,9.79,16.24,0.61,1410.41,11483,11053,10925,11402,14927,19571,16971,226,111,179,6,Fm_GM,PP4egm
639038.68,7978739.58,0.015451,0.15,2.25,0.75,11.4,17.17,0.68,1407.6500000000005,10472,9711,9642,9931,13492,17807,15018,120,30,81,6,Fm_GM,PP4egm
639101.18,7978739.58,0.015857,0.11,1.62,0.85,12.91,17.22,0.75,1406.96,11504,11191,10270,10600,14293,17985,15454,145,44,85,6,Fm_GM,PP4egm
639163.6800000003,7978739.58,0.016446000000000002,0.10203459449991208,1.22,0.95,14.22,16.86,0.82,1407.34,10005,9367,9163,9163,13024,16120,13220,204,115,187,6,Fm_GM,PP4egm
639226.1800000003,7978739.58,0.017641999999999998,0.10203459449991208,1.12,0.99,15.23,16.55,0.88,1408.09,10585,9989,9632,9855,13178,16926,14611,195,111,163,6,Fm_GM,PP4egm
638913.6800000003,7978677.08,0.013909,0.27,2.55,0.74,7.67,14.21,0.54,1415.02,11875,11436,11529,12094,15803,21384,19105,222,94,171,6,Fm_GM,PP4egm
638976.1800000003,7978677.08,0.014091,0.23,1.98,0.72,9.08,15.94,0.57,1411.48,12607,12168,12588,13147,16586,22020,19544,245,150,202,6,Fm_GM,PP4egm
639038.68,7978677.08,0.013747,0.21,1.45,0.68,10.7,17.18,0.63,1408.9000000000005,11504,10877,10719,11257,14809,19378,17130,186,61,147,6,Fm_GM,PP4egm
639101.18,7978677.08,0.013726,0.15,1.19,0.79,12.46,17.61,0.7,1408.5,9913,9252,8718,8583,12480,14689,12319,190,77,140,6,Fm_GM,PP4egm
639163.6800000003,7978677.08,0.0142,0.10203459449991208,1.24,0.88,14.05,17.54,0.77,1408.96,10520,9967,9635,9777,13810,17397,14481,170,61,125,6,Fm_GM,PP4egm
639226.1800000003,7978677.08,0.015102,0.10203459449991208,1.5,0.89,15.3,17.31,0.85,1409.7,10879,10336,9905,10302,13278,17576,15188,195,115,171,6,Fm_GM,PP4egm
638913.6800000003,7978614.579999999,0.01352,0.26,2.06,0.75,7.2,14.67,0.49,1415.9000000000005,12734,12510,12139,12876,16661,22011,19663,183,61,118,6,Fm_GM,PP4egm
638976.1800000003,7978614.579999999,0.013987,0.22,1.46,0.82,8.57,16.56,0.51,1413.04,11006,10372,10475,10791,14344,18850,16229,239,133,213,6,Fm_GM,PP4egm
639038.68,7978614.579999999,0.013156,0.2,1.02,0.84,10.35,18.05,0.56,1411.2,12453,12204,11385,11939,16047,20301,17412,240,120,210,6,Fm_GM,PP4egm
639101.18,7978614.579999999,0.012007,0.15,0.9040604308985836,0.91,12.32,18.94,0.63,1410.68,10173,9364,9436,9428,12711,16013,13473,158,37,114,6,Fm_GM,PP4egm
639163.6800000003,7978614.579999999,0.011664,0.10203459449991208,1.2,0.98,14.15,19.22,0.71,1410.92,11978,11496,11208,11850,15382,18907,16503,178,77,150,6,Fm_GM,PP4egm
639226.1800000003,7978614.579999999,0.01252,0.10203459449991208,1.8,1.01,15.6,18.99,0.8,1411.45,11553,11068,10685,11099,13849,18230,16166,186,65,129,6,Fm_GM,PP4egm
638851.1800000003,7978552.08,0.011372,0.27,2.44,0.73,5.87,13.76,0.44,1419.23,10083,9490,9021,9090,12919,18156,15111,226,161,203,6,Fm_GM,PP4egm
638913.6800000003,7978552.08,0.013608000000000002,0.23,1.95,0.81,6.89,16.07,0.43,1416.78,11914,11452,11182,11736,15569,20549,18141,173,65,106,6,Fm_GM,PP4egm
638976.1800000003,7978552.08,0.014232,0.19,1.29,0.96,8.24,18.26,0.45,1414.57,10819,10295,10085,10522,14378,18547,15813,241,133,213,6,Fm_GM,PP4egm
639038.68,7978552.08,0.012806,0.18,0.9040604308985836,0.99,10.23,20.28,0.5,1413.32,11172,10843,9835,10321,14907,16417,14030,197,77,147,6,Fm_GM,PP4egm
639101.18,7978552.08,0.011467,0.15,0.9040604308985836,1.06,12.45,21.7,0.56,1412.8,9861,9120,8403,8381,12287,12918,10723,228,182,229,6,Fm_GM,PP4egm
639163.6800000003,7978552.08,0.011117,0.11,0.9040604308985836,1.16,14.48,22.64,0.63,1412.73,11244,10807,10615,11093,14401,18237,15784,222,164,231,6,Fm_GM,PP4egm
639226.1800000003,7978552.08,0.01056,0.10203459449991208,1.13,1.29,16.1,22.75,0.69,1412.89,12189,11639,11103,11747,14941,18667,16423,206,94,181,6,Fm_GM,PP4egm
638851.1800000003,7978489.58,0.01112,0.25,2.82,0.78,5.76,15.6,0.4,1419.37,9875,9277,8672,8568,12458,15271,12749,158,85,126,6,Fm_GM,PP4egm
638913.6800000003,7978489.58,0.013151,0.22,2.39,0.8,6.78,18.37,0.38,1417.81,11173,10610,10614,11085,14690,20180,17698,226,137,191,6,Fm_GM,PP4egm
638976.1800000003,7978489.58,0.014944,0.17,1.95,0.87,8.24,21.22,0.39,1416.27,11220,10623,10403,10914,14285,19459,16676,235,107,181,6,Fm_GM,PP4egm
639038.68,7978489.58,0.014027,0.17,1.19,1.01,10.38,24.03,0.43,1415.23,9924,9068,9244,9232,13099,15489,12957,178,85,153,6,Fm_GM,PP4egm
639101.18,7978489.58,0.010121,0.15,0.9040604308985836,1.11,12.77,26.21,0.48,1414.56,10659,9966,9968,9992,13276,16375,14019,183,99,169,6,Fm_GM,PP4egm
639163.6800000003,7978489.58,0.009246,0.13,0.9040604308985836,1.19,14.93,27.82,0.54,1414.13,11097,10532,10536,10924,14287,17732,15593,204,120,224,6,Fm_GM,PP4egm
639226.1800000003,7978489.58,0.014838999999999996,0.10203459449991208,0.9040604308985836,1.3,16.48,28.5,0.59,1413.86,12683,12332,11578,12298,15916,18822,16560,239,133,234,6,Fm_GM,PP4egm
639101.18,7978427.079999999,0.012881,0.16,0.9040604308985836,1.19,13.18,32.12,0.4,1415.98,10867,10397,9584,9835,13546,15561,13840,142,81,89,6,Fm_GM,PP4egm
638851.1800000003,7978427.079999999,0.014419,0.26,3.57,0.93,5.73,18.0,0.35,1419.35,9795,9017,8450,8514,11868,14094,12525,164,116,163,6,Fm_GM,PP4egm
638913.6800000003,7978427.079999999,0.014259,0.24,2.98,0.91,6.81,21.37,0.33,1418.74,12251,11862,11677,12377,16081,21130,19021,158,82,129,6,Fm_GM,PP4egm
638976.1800000003,7978427.079999999,0.016776,0.2,2.37,1.0,8.52,25.21,0.34,1417.72,12285,11932,11611,12285,16088,21014,18603,234,107,191,6,Fm_GM,PP4egm
639038.68,7978427.079999999,0.015761,0.18,1.56,1.13,10.73,28.94,0.36,1416.72,10096,9317,9016,9109,12901,15199,12784,226,111,198,6,Fm_GM,PP4egm
639163.6800000003,7978427.079999999,0.013078,0.13,0.9040604308985836,1.21,15.5,34.26,0.44,1415.38,10851,10286,9669,10058,13277,16675,14623,250,242,253,6,Fm_GM,PP4egm
639226.1800000003,7978427.079999999,0.017537,0.10203459449991208,0.94,1.3,16.94,34.99,0.49,1414.6,11384,10935,10603,10991,14031,17728,15407,173,40,133,6,Fm_GM,PP4egm
638976.1800000003,7978364.58,0.017428,0.23,3.35,1.29,8.77,29.88,0.29,1418.29,11924,11560,11279,11920,15502,20113,17949,238,120,207,6,Fm_GM,PP4egm
638851.1800000003,7978364.58,0.020373,0.28,4.87,1.22,5.81,20.94,0.31,1418.89,9517,8701,8158,8310,11803,13648,11499,208,137,191,6,Fm_GM,PP4egm
638913.6800000003,7978364.58,0.018373,0.28,4.19,1.2,6.96,25.13,0.28,1418.95,12713,12504,12420,12903,16251,20829,18931,113,54,89,6,Fm_GM,PP4egm
639038.68,7978364.58,0.016574000000000002,0.19,2.38,1.38,11.01,34.6,0.3,1417.52,10527,9987,9407,9621,13301,16914,14599,221,94,171,6,Fm_GM,PP4egm
639101.18,7978364.58,0.01327,0.15,1.57,1.4,13.43,38.7,0.33,1416.79,10256,9697,9164,9243,12929,15944,13835,117,54,72,6,Fm_GM,PP4egm
639163.6800000003,7978364.58,0.019876,0.11,1.22,1.35,15.69,41.21,0.37,1415.96,10867,10302,9961,10214,13343,17506,15034,161,57,121,6,Fm_GM,PP4egm
639226.1800000003,7978364.58,0.026708,0.10203459449991208,1.48,1.43,17.27,41.82,0.41,1414.9000000000005,10214,9545,8882,8998,12184,15222,12610,188,65,153,6,Fm_GM,PP4egm
638851.1800000003,7978302.069999997,0.026782,0.3,6.68,1.6,5.88,24.16,0.27,1418.08,10005,9378,9275,10136,13648,17092,14346,188,129,185,6,Fm_GM,PP4egm
638913.6800000003,7978302.069999997,0.023001,0.31,5.9,1.58,7.1,29.17,0.24,1418.52,11488,10986,10928,11314,14845,19522,17193,96,28,44,6,Fm_GM,PP4egm
638976.1800000003,7978302.069999997,0.017948,0.25,4.88,1.69,8.949999999999998,34.95,0.24,1418.27,11948,11624,10914,11591,15532,19693,17174,239,133,207,6,Fm_GM,PP4egm
639038.68,7978302.069999997,0.016511,0.19,3.67,1.78,11.2,40.73,0.26,1417.78,11039,10569,9955,10292,13706,18162,15635,214,85,163,6,Fm_GM,PP4egm
639101.18,7978302.069999997,0.015729,0.14,2.6,1.76,13.63,45.92,0.28,1417.1500000000005,10436,9841,9292,9415,13088,16127,13968,175,69,140,6,Fm_GM,PP4egm
639163.6800000003,7978302.069999997,0.019731,0.10203459449991208,2.19,1.61,15.91,48.68,0.31,1416.22,10320,9760,9296,9624,12994,16858,14090,214,90,166,6,Fm_GM,PP4egm
639226.1800000003,7978302.069999997,0.033326,0.10203459449991208,2.16,1.69,17.57,48.99,0.35,1414.89,9749,9009,8659,8778,12935,15429,12046,195,81,140,6,Fm_GM,PP4egm
638913.6800000003,7978239.57,0.029738,0.29,8.13,2.07,7.3,33.7,0.21,1417.87,9869,9221,8779,8977,12306,16606,13694,190,85,114,6,Fm_GM,PP4egm
638976.1800000003,7978239.57,0.020587,0.24,6.98,2.17,9.15,40.36,0.21,1417.99,10370,9722,9735,10083,13440,18517,15586,167,28,93,6,Fm_GM,PP4egm
639038.68,7978239.57,0.01518,0.19,5.45,2.28,11.37,47.05,0.22,1417.74,13801,13555,13276,14038,17636,21861,19616,188,77,153,6,Fm_GM,PP4egm
639101.18,7978239.57,0.013206,0.14,3.86,2.31,13.77,53.26,0.24,1417.23,11283,10713,10363,10693,13947,17830,15483,195,48,147,6,Fm_GM,PP4egm
639163.6800000003,7978239.57,0.012542,0.10203459449991208,3.18,2.15,16.02,55.75,0.26,1416.13,10600,9999,9766,10166,13260,18095,15472,204,90,171,6,Fm_GM,PP4egm
639226.1800000003,7978239.57,0.022724,0.10203459449991208,2.85,2.09,17.85,56.03,0.3,1414.6500000000005,9511,8797,8330,8354,12633,14496,11596,173,54,117,6,Fm_GM,PP4egm
638851.1800000003,7978239.57,0.029115,0.29,8.91,2.04,5.98,27.57,0.24,1417.17,9574,8900,8755,9231,13422,16746,13118,154,94,150,6,Fm_GM,PP4egm
638851.1800000003,7978177.07,0.023623,0.29,11.22,2.41,6.08,30.7,0.21,1416.29,9671,9060,8968,9626,13565,16754,12974,142,77,147,6,Fm_GM,PP4egm
638913.6800000003,7978177.07,0.021272,0.28,10.65,2.48,7.48,37.83,0.19,1417.28,9500,8794,8482,9085,12296,15985,12816,170,111,125,6,Fm_GM,PP4egm
638976.1800000003,7978177.07,0.016378,0.23,9.67,2.59,9.34,45.43,0.19,1417.66,9961,9322,8944,9233,12549,17185,14189,130,26,51,6,Fm_GM,PP4egm
639038.68,7978177.07,0.015123,0.17,8.08,2.71,11.53,52.51,0.19,1417.53,11653,11134,10909,11290,14478,18745,16472,186,61,140,6,Fm_GM,PP4egm
639101.18,7978177.07,0.014843,0.11,6.0,2.77,13.91,58.86,0.21,1416.91,12385,12038,11739,12180,15486,19400,17074,218,85,183,6,Fm_GM,PP4egm
639163.6800000003,7978177.07,0.006803,0.10203459449991208,4.89,2.57,16.23,62.08,0.23,1415.75,9953,9415,8846,9139,12912,16231,13524,206,69,161,6,Fm_GM,PP4egm
639226.1800000003,7978177.07,0.017263,0.10203459449991208,3.91,2.41,18.24,62.99,0.26,1414.28,11112,10569,10212,10306,13416,18273,15775,188,81,133,6,Fm_GM,PP4egm
638851.1800000003,7978114.570000001,0.019648,0.34,13.01,2.62,6.19,33.28,0.19,1415.79,9427,8820,8623,9106,12996,15446,11615,126,94,136,6,Fm_GM,PP4egm
638913.6800000003,7978114.570000001,0.016901,0.3,13.21,2.7,7.65,41.23,0.17,1416.99,9423,8758,8549,9031,12701,15606,12002,142,116,147,6,Fm_GM,PP4egm
638976.1800000003,7978114.570000001,0.012765,0.25,12.94,2.81,9.53,49.66,0.17,1417.5100000000002,9910,9321,9546,10133,14196,18126,14303,148,90,106,6,Fm_GM,PP4egm
639038.68,7978114.570000001,0.015533000000000003,0.2,11.82,2.91,11.76,57.62,0.18,1417.46,9618,8959,8669,8928,12778,16295,12666,145,35,72,6,Fm_GM,PP4egm
639101.18,7978114.570000001,0.020279,0.15,9.76,2.91,14.22,64.12,0.19,1416.81,10156,9585,9237,9444,13323,16535,13436,158,48,121,6,Fm_GM,PP4egm
639163.6800000003,7978114.570000001,0.013057,0.13,7.71,2.73,16.64,68.44,0.21,1415.54,10369,9631,9414,9848,13235,17203,14473,195,65,150,6,Fm_GM,PP4egm
639226.1800000003,7978114.570000001,0.015854,0.12,5.76,2.53,18.8,70.27,0.23,1413.98,9134,8351,7673,7399,11432,12628,9617,190,107,133,6,Fm_GM,PP4egm
638851.1800000003,7978052.07,0.013419,0.39,14.28,2.6,6.31,35.19,0.18,1415.8,9559,8901,8957,9976,13491,16251,12300,96,142,136,6,Fm_GM,PP4egm
638913.6800000003,7978052.07,0.010662,0.33,15.59,2.7,7.84,43.85,0.16,1417.1500000000005,9355,8661,8397,8938,12740,15398,11419,132,133,129,6,Fm_GM,PP4egm
638976.1800000003,7978052.07,0.007056999999999998,0.27,16.37,2.83,9.75,53.01,0.16,1417.72,9387,8741,8503,9238,12694,16005,12240,142,124,133,6,Fm_GM,PP4egm
639038.68,7978052.07,0.007795999999999998,0.22,15.85,2.94,12.05,62.01,0.17,1417.68,9375,8685,8334,8610,12724,15509,11367,148,116,117,6,Fm_GM,PP4egm
639101.18,7978052.07,0.01123,0.18,13.71,2.91,14.66,69.44,0.18,1417.0,9457,8801,8333,8612,12386,16761,12632,145,111,121,6,Fm_GM,PP4egm
639163.6800000003,7978052.07,0.013891999999999998,0.16,10.9,2.76,17.23,74.90999999999998,0.19,1415.69,9483,8811,8405,8685,12488,16726,12984,164,124,150,6,Fm_GM,PP4egm
639226.1800000003,7978052.07,0.022414,0.14,8.06,2.55,19.53,77.9,0.21,1414.0,9239,8474,7945,7843,12130,13651,10270,161,94,114,6,Fm_GM,PP4egm
639101.18,7977989.57,0.0076700000000000015,0.17,17.02,2.84,15.27,74.42,0.17,1417.36,9278,8605,8231,8517,12573,15240,11131,170,145,147,6,Fm_GM,PP4egm
638913.6800000003,7977989.57,0.006358,0.33,17.36,2.48,8.06,45.75,0.16,1417.73,9383,8731,8456,9066,12558,15753,11814,142,125,150,6,Fm_GM,PP4egm
638976.1800000003,7977989.57,0.004862,0.25,19.35,2.66,10.05,55.59,0.16,1418.22,9318,8663,8444,9281,12587,15737,11986,126,137,125,6,Fm_GM,PP4egm
639038.68,7977989.57,0.0050420000000000005,0.21,19.1,2.8,12.52,65.57,0.16,1418.07,9356,8686,8434,8902,13030,15299,11204,158,137,129,6,Fm_GM,PP4egm
639163.6800000003,7977989.57,0.013678,0.14,13.9,2.77,17.98,81.37,0.18,1416.13,9298,8548,8057,8175,11996,15027,11148,161,145,147,6,Fm_GM,PP4egm
639226.1800000003,7977989.57,0.021705,0.11,10.71,2.6,20.38,85.76,0.2,1414.46,9262,8503,7943,7939,11774,13951,10893,96,81,51,6,Fm_GM,PP4egm
639038.68,7977927.070000001,0.004666,0.17,21.16,2.64,13.12,68.91,0.16,1418.74,9418,8758,8540,9274,12837,15899,12048,164,99,121,6,Fm_GM,PP4egm
639101.18,7977927.070000001,0.005334,0.14,19.21,2.8,16.05,79.29,0.17,1417.96,9451,8815,8696,9307,13193,16050,11933,135,137,125,6,Fm_GM,PP4egm
639163.6800000003,7977927.070000001,0.008777,0.11,16.11,2.85,18.91,87.79999999999998,0.18,1416.67,9397,8732,8486,9020,12861,15672,11653,117,145,117,6,Fm_GM,PP4egm
639226.1800000003,7977927.070000001,0.013782,0.10203459449991208,12.88,2.75,21.41,93.59,0.19,1415.09,9309,8545,8068,8253,11570,15262,11585,82,61,31,6,Fm_GM,PP4egm
639101.18,7977864.570000001,0.006196,0.11,19.89,2.83,17.0,83.97,0.17,1418.8,9473,8869,8859,9565,13253,16402,12222,158,120,136,6,Fm_GM,PP4egm
639163.6800000003,7977864.570000001,0.006398,0.10203459449991208,17.43,3.04,19.98,93.95,0.17,1417.47,9501,8858,8950,9905,13443,17087,12972,148,120,125,6,Fm_GM,PP4egm
639226.1800000003,7977864.570000001,0.008152,0.10203459449991208,14.55,3.1,22.55,101.04,0.19,1415.86,9461,8847,8669,9380,13229,16403,12237,126,94,93,6,Fm_GM,PP4egm
639163.6800000003,7977802.069999997,0.006920999999999999,0.10203459449991208,18.44,3.18,20.94,98.52,0.18,1418.48,9435,8772,8570,9181,13134,15805,11834,188,157,171,6,Fm_GM,PP4egm
639226.1800000003,7977802.069999997,0.008163,0.10203459449991208,17.02,3.28,23.38,105.93,0.19,1416.84,9454,8802,8572,9216,12714,16190,12283,204,115,169,6,Fm_GM,PP4egm
638601.1800000003,7978864.579999999,0.015469,0.48,1.43,1.0,6.36,11.58,0.62,1438.86,9808,9202,8599,8465,13231,15589,12189,85,41,47,6,Fm_GM,PP4egm
638538.68,7978802.079999999,0.010643,0.47,1.13,1.07,6.32,9.74,0.72,1438.44,9380,8642,8141,7810,12502,13492,10395,110,35,72,6,Fm_GM,PP4egm
638601.1800000003,7978802.079999999,0.011784,0.49,1.55,0.99,5.93,9.69,0.66,1437.11,9751,9144,8596,8306,13444,15272,11818,126,86,81,6,Fm_GM,PP4egm
638663.6800000003,7978802.079999999,0.01331,0.48,2.21,0.99,5.75,10.19,0.6,1432.77,10179,9505,9302,9620,13609,18239,14925,188,142,136,6,Fm_GM,PP4egm
638476.1800000003,7978739.58,0.008951,0.36,1.84,1.08,6.56,9.01,0.75,1428.64,9256,8446,7615,7230,10850,10680,8652,222,82,187,6,Fm_GM,PP4egm
638538.68,7978739.58,0.007447,0.44,1.68,0.98,6.06,8.61,0.73,1432.78,9447,8671,8154,7965,12176,13938,10940,69,20,28,6,Fm_GM,PP4egm
638601.1800000003,7978739.58,0.007972,0.47,1.88,0.91,5.63,8.44,0.68,1432.93,9754,9126,8664,8482,13663,15283,12136,130,77,85,6,Fm_GM,PP4egm
638663.6800000003,7978739.58,0.00986,0.48,2.3,0.9,5.39,8.75,0.62,1430.48,9894,9210,8802,8969,12810,17406,14208,183,150,161,6,Fm_GM,PP4egm
638413.6800000003,7978677.08,0.010761,0.22,2.4,1.24,6.98,9.09,0.75,1417.59,10474,9941,9853,10266,13877,17750,14599,226,143,228,6,Fm_GM,PP4egm
638476.1800000003,7978677.08,0.008574,0.31,2.41,1.05,6.47,8.59,0.76,1423.12,9242,8418,7700,7351,10206,11192,8997,226,70,198,6,Fm_GM,PP4egm
638538.68,7978677.08,0.0070459999999999984,0.38,2.19,0.93,5.94,8.06,0.73,1426.89,9412,8660,8063,7853,11791,13347,10408,19,7,6,6,Fm_GM,PP4egm
638601.1800000003,7978677.08,0.006539,0.43,2.17,0.82,5.45,7.78,0.67,1428.25,9400,8641,8134,7806,12049,13314,10436,173,121,150,6,Fm_GM,PP4egm
638663.6800000003,7978677.08,0.006968000000000001,0.46,2.34,0.76,5.16,8.01,0.62,1427.61,9921,9237,8813,8872,13299,15948,12986,148,100,150,6,Fm_GM,PP4egm
638413.6800000003,7978614.579999999,0.008872,0.15,2.62,1.33,7.11,9.14,0.74,1412.6500000000005,10044,9432,9666,10624,14699,18329,14538,206,95,185,6,Fm_GM,PP4egm
638476.1800000003,7978614.579999999,0.007072,0.21,2.58,1.14,6.57,8.61,0.73,1417.63,9997,9428,9104,9523,14306,17565,13563,249,168,235,6,Fm_GM,PP4egm
