X,Y,MISS_DUMMY,MISS_MLR,MISS_DT,MISS_GNB,MISS_KNN,MISS_SVM,MISS_RF,MISS_XGB,MISS_MLP
637851.180,7975677.070,0,0,0,0,0,0,0,0,0
639601.180,7981552.080,0,0,0,0,0,0,0,0,0
638726.180,7977114.570,0,0,0,0,0,0,0,0,0
638101.180,7980427.080,0,0,0,0,0,0,0,0,0
638913.680,7978364.580,0,0,0,0,0,0,0,0,0
637226.180,7976614.570,0,0,0,0,0,0,0,0,0
639476.180,7982989.580,0,0,0,0,0,0,0,0,0
638976.180,7978427.080,0,0,0,0,0,0,0,0,0
636476.180,7971302.060,0,0,0,0,0,0,0,0,0
636351.180,7970677.060,0,0,0,0,0,0,0,0,0
637851.180,7979552.080,0,0,0,0,0,0,0,0,0
637476.180,7979239.580,0,0,0,0,0,0,0,0,0
636913.680,7972614.570,0,0,0,0,0,0,0,0,0
638351.180,7977239.570,0,0,0,0,0,0,0,0,0
638663.680,7982802.080,0,0,0,0,0,0,0,0,0
639101.180,7978177.070,0,0,0,0,0,0,0,0,0
639976.190,7980614.580,0,0,0,0,0,0,0,0,0
637913.680,7979177.080,0,0,0,0,0,0,0,0,0
636226.180,7971989.570,0,0,0,0,0,0,0,0,0
638038.680,7971552.060,0,0,0,0,0,0,0,0,0
638226.180,7976614.570,0,0,0,0,0,0,0,0,0
636726.180,7973927.070,0,0,0,0,0,0,0,0,0
639976.190,7981552.080,0,0,0,0,0,0,0,0,0
635851.180,7979114.580,0,0,0,0,0,0,0,0,0
636601.180,7970802.060,0,0,0,0,0,0,0,0,0
637663.680,7980239.580,0,0,0,0,0,0,0,0,0
636601.180,7973552.070,0,0,0,0,0,0,0,0,0
639413.680,7982114.580,0,0,0,0,0,0,0,0,0
636601.180,7971114.560,0,0,0,0,0,0,0,0,0
638288.680,7980677.080,0,0,0,0,0,0,0,0,0
638976.180,7981989.580,0,0,0,0,0,0,0,0,0
637226.180,7973739.570,0,0,0,0,0,0,0,0,0
636476.180,7980177.080,0,0,0,0,0,0,0,0,0
638788.680,7972739.570,0,0,0,0,0,0,0,0,0
638538.680,7978614.580,0,0,0,0,0,0,0,0,0
635788.680,7971739.570,0,0,0,0,0,0,0,0,0
636351.180,7978114.570,0,0,0,0,0,0,0,0,0
636413.680,7970864.560,0,0,0,0,0,0,0,0,0
636726.180,7980052.080,0,0,0,0,0,0,0,0,0
637226.180,7978864.580,0,0,0,0,0,0,0,0,0
637913.680,7978364.580,0,0,0,0,0,0,0,0,0
637288.680,7979802.080,0,0,0,0,0,0,0,0,0
638288.680,7975927.070,0,0,0,0,0,0,0,0,0
636351.180,7970739.560,0,0,0,0,0,0,0,0,0
636351.180,7978239.580,0,0,0,0,0,0,0,0,0
636538.680,7971427.060,0,0,0,0,0,0,0,0,0
637288.680,7978864.580,0,0,0,0,0,0,0,0,0
637976.180,7976739.570,0,0,0,0,0,0,0,0,0
639851.180,7980927.080,0,0,0,0,0,0,0,0,0
637163.680,7979989.580,0,0,0,0,0,0,0,0,0
634476.180,7971802.070,0,0,0,0,0,0,0,0,0
635851.180,7978552.080,0,0,0,0,0,0,0,0,0
637601.180,7979489.580,0,0,0,0,0,0,0,0,0
636851.180,7979177.080,0,0,0,0,0,0,0,0,0
638226.180,7978739.580,0,0,0,0,0,0,0,0,0
637413.680,7981989.580,0,0,0,0,0,0,0,0,0
638476.180,7973739.570,0,0,0,0,0,0,0,0,0
638851.180,7982052.080,0,0,0,0,0,0,0,0,0
637601.180,7979427.080,0,0,0,0,0,0,0,0,0
638726.180,7978552.080,0,0,0,0,0,0,0,0,0
638913.680,7978489.580,0,0,0,0,0,0,0,0,0
639226.180,7978489.580,0,0,0,0,0,0,0,0,0
638288.680,7981677.080,0,0,0,0,0,0,0,0,0
638726.180,7978489.580,0,0,0,0,0,0,0,0,0
639788.680,7979802.080,0,0,0,0,0,0,0,0,0
637413.680,7980802.080,0,0,0,0,0,0,0,0,0
637476.180,7980364.580,0,0,0,0,0,0,0,0,0
638788.680,7978489.580,0,0,0,0,0,0,0,0,0
637601.180,7978552.080,0,0,0,0,0,0,0,0,0
638226.180,7974552.070,0,0,0,0,0,0,0,0,0
638038.680,7980427.080,0,0,0,0,0,0,0,0,0
637726.180,7979427.080,0,0,0,0,0,0,0,0,0
634538.680,7971802.070,0,0,0,0,0,0,0,0,0
637538.680,7979989.580,0,0,0,0,0,0,0,0,0
638726.180,7975677.070,0,0,0,0,0,0,0,0,0
638601.180,7978677.080,0,0,0,0,0,0,0,0,0
638413.680,7978177.070,0,0,0,0,0,0,0,0,0
638101.180,7973614.570,0,0,0,0,0,0,0,0,0
639413.680,7981864.580,0,0,0,0,0,0,0,0,0
639851.190,7982739.580,0,0,0,0,0,0,0,0,0
638913.680,7979552.080,0,0,0,0,0,0,0,0,0
636476.180,7979052.080,0,0,0,0,0,0,0,0,0
637413.680,7978864.580,0,0,0,0,0,0,0,0,0
638788.680,7982802.080,0,0,0,0,0,0,0,0,0
639976.190,7981302.080,0,0,0,0,0,0,0,0,0
636788.680,7972864.570,0,0,0,0,0,0,0,0,0
637038.680,7975239.570,0,0,0,0,0,0,0,0,0
636351.180,7977802.070,0,0,0,0,0,0,0,0,0
636538.680,7970864.560,0,0,0,0,0,0,0,0,0
636101.180,7973677.070,0,0,0,0,0,0,0,0,0
638663.680,7978489.580,0,0,0,0,0,0,0,0,0
635538.680,7970302.060,0,0,0,0,0,0,0,0,0
638351.180,7980302.080,0,0,0,0,0,0,0,0,0
637851.180,7971427.060,0,0,0,0,0,0,0,0,0
636038.680,7976927.070,0,0,0,0,0,0,0,0,0
637601.180,7972677.070,0,0,0,0,0,0,0,0,0
637476.180,7980552.080,0,0,0,0,0,0,0,0,0
634163.680,7971927.070,0,0,0,0,0,0,0,0,0
638851.180,7981927.080,0,0,0,0,0,0,0,0,0
636726.180,7973114.570,0,0,0,0,0,0,0,0,0
639163.680,7979864.580,0,0,0,0,0,0,0,0,0
638413.680,7976864.570,0,0,0,0,0,0,0,0,0
638476.180,7982864.580,0,0,0,0,0,0,0,0,0
634413.680,7972177.070,0,0,0,0,0,0,0,0,0
638663.680,7982239.580,0,0,0,0,0,0,0,0,0
636413.680,7971677.060,0,0,0,0,0,0,0,0,0
638163.680,7976302.070,0,0,0,0,0,0,0,0,0
635726.180,7978177.080,0,0,0,0,0,0,0,0,0
638601.180,7979614.580,0,0,0,0,0,0,0,0,0
639226.180,7978552.080,0,0,0,0,0,0,0,0,0
637538.680,7980989.580,0,0,0,0,0,0,0,0,0
635788.680,7980114.580,0,0,0,0,0,0,0,0,0
639913.690,7981364.580,0,0,0,0,0,0,0,0,0
638601.180,7978552.080,0,0,0,0,0,0,0,0,0
636538.680,7980052.080,0,0,0,0,0,0,0,0,0
637226.180,7972302.070,0,0,0,0,0,0,0,0,0
639913.680,7980614.580,0,0,0,0,0,0,0,0,0
638351.180,7971614.560,0,0,0,0,0,0,0,0,0
637351.180,7978239.580,0,0,0,0,0,0,0,0,0
635226.180,7970989.560,0,0,0,0,0,0,0,0,0
635788.680,7970427.060,0,0,0,0,0,0,0,0,0
638038.680,7974989.570,0,0,0,0,0,0,0,0,0
639038.680,7982677.080,0,0,0,0,0,0,0,0,0
637226.180,7979114.580,0,0,0,0,0,0,0,0,0
638726.180,7980489.580,0,0,0,0,0,0,0,0,0
635788.680,7974177.070,0,0,0,0,0,0,0,0,0
636788.680,7974114.570,0,0,0,0,0,0,0,0,0
634226.180,7971802.070,0,0,0,0,0,0,0,0,0
637601.180,7975427.070,0,0,0,0,0,0,0,0,0
635476.180,7972114.570,0,0,0,0,0,0,0,0,0
639351.180,7980239.580,0,0,0,0,0,0,0,0,0
636163.680,7979052.080,0,0,0,0,0,0,0,0,0
638976.180,7972052.070,0,0,0,0,0,0,0,0,0
637351.180,7979239.580,0,0,0,0,0,0,0,0,0
638288.680,7980802.080,0,0,0,0,0,0,0,0,0
636351.180,7972239.570,0,0,0,0,0,0,0,0,0
637726.180,7978614.580,0,0,0,0,0,0,0,0,0
637351.180,7980427.080,0,0,0,0,0,0,0,0,0
639726.180,7982302.080,0,0,0,0,0,0,0,0,0
636663.680,7973239.570,0,0,0,0,0,0,0,0,0
637476.180,7977864.570,0,0,0,0,0,0,0,0,0
637351.180,7973614.570,0,0,0,0,0,0,0,0,0
638663.680,7981427.080,0,0,0,0,0,0,0,0,0
637788.680,7979864.580,0,0,0,0,0,0,0,0,0
638788.680,7980114.580,0,0,0,0,0,0,0,0,0
637226.180,7971802.070,0,0,0,0,0,0,0,0,0
636476.180,7971552.060,0,0,0,0,0,0,0,0,0
636788.680,7979114.580,0,0,0,0,0,0,0,0,0
638101.180,7977052.070,0,0,0,0,0,0,0,0,0
637038.680,7978114.570,0,0,0,0,0,0,0,0,0
636538.680,7970614.560,0,0,0,0,0,0,0,0,0
638413.680,7978614.580,0,0,0,0,0,0,0,0,0
637101.180,7973302.070,0,0,0,0,0,0,0,0,0
636976.180,7979802.080,0,0,0,0,0,0,0,0,0
636163.680,7976177.070,0,0,0,0,0,0,0,0,0
636601.180,7973614.570,0,0,0,0,0,0,0,0,0
638663.680,7971614.560,0,0,0,0,0,0,0,0,0
634351.180,7971427.060,0,0,0,0,0,0,0,0,0
638726.180,7982177.080,0,0,0,0,0,0,0,0,0
635351.180,7970177.060,0,0,0,0,0,0,0,0,0
636413.680,7970677.060,0,0,0,0,0,0,0,0,0
636663.680,7976739.570,0,0,0,0,0,0,0,0,0
635976.180,7979802.080,0,0,0,0,0,0,0,0,0
639163.680,7978427.080,0,0,0,0,0,0,0,0,0
637351.180,7981489.580,0,0,0,0,0,0,0,0,0
636788.680,7976052.070,0,0,0,0,0,0,0,0,0
638851.180,7981989.580,0,0,0,0,0,0,0,0,0
635476.180,7970927.060,0,0,0,0,0,0,0,0,0
636476.180,7970614.560,0,0,0,0,0,0,0,0,0
636038.680,7977114.570,0,0,0,0,0,0,0,0,0
637226.180,7977302.070,0,0,0,0,0,0,0,0,0
638226.180,7980489.580,0,0,0,0,0,0,0,0,0
635101.180,7969802.060,0,0,0,0,0,0,0,0,0
639913.680,7980802.080,0,0,0,0,0,0,0,0,0
639976.190,7980739.580,0,0,0,0,0,0,0,0,0
634413.680,7971302.060,0,0,0,0,0,0,0,0,0
637476.180,7979427.080,0,0,0,0,0,0,0,0,0
636726.180,7979677.080,0,0,0,0,0,0,0,0,0
639226.180,7981864.580,0,0,0,0,0,0,0,0,0
637851.180,7978489.580,0,0,0,0,0,0,0,0,0
638976.180,7981864.580,0,0,0,0,0,0,0,0,0
638476.180,7976989.570,0,0,0,0,0,0,0,0,0
636851.180,7975677.070,0,0,0,0,0,0,0,0,0
635038.680,7971802.070,0,0,0,0,0,0,0,0,0
636538.680,7977864.570,0,0,0,0,0,0,0,0,0
