X,Y,ENTROPY
638038.680,7976239.570,0.508
638851.180,7979989.580,0.792
637163.680,7978864.580,0.265
638101.180,7979427.080,0.347
636351.180,7978989.580,1.045
637788.680,7978052.070,0.966
635976.180,7976802.070,0.099
637976.180,7976052.070,0.088
636538.680,7974052.070,0.641
639163.680,7981239.580,0.327
637788.680,7982427.080,0.718
638851.180,7980302.080,0.564
637226.180,7980114.580,0.068
636601.180,7972427.070,0.203
638538.680,7979864.580,1.140
637663.680,7974927.070,0.044
634538.680,7969364.560,0.803
635976.180,7977552.070,0.721
639413.680,7983114.580,0.201
636476.180,7972739.570,0.796
638226.180,7979739.580,0.417
638226.180,7982614.580,1.029
638663.680,7976239.570,0.791
639163.680,7971677.060,1.316
637976.180,7978989.580,0.999
638538.680,7972739.570,0.183
636351.180,7974114.570,0.576
637476.180,7974989.570,0.044
636288.680,7972239.570,0.638
636101.180,7971802.070,0.135
638913.680,7975364.570,0.761
638163.680,7973364.570,0.672
636538.680,7979302.080,0.853
636351.180,7977739.570,0.239
637663.680,7976989.570,0.065
639288.680,7980802.080,1.230
636851.180,7972677.070,0.809
637788.680,7976177.070,0.682
637788.680,7980114.580,0.322
638726.180,7981927.080,0.993
638226.180,7975489.570,0.569
636226.180,7976364.570,0.111
638351.180,7972302.070,0.118
637726.180,7981864.580,1.096
636726.180,7978552.080,0.282
635726.180,7976552.070,1.080
638413.680,7975802.070,0.970
636476.180,7977114.570,0.068
637913.680,7977739.570,0.740
637288.680,7977114.570,0.056
635663.680,7969052.060,1.085
638476.180,7978739.580,0.532
638101.180,7976677.070,1.380
635976.180,7979864.580,0.028
636288.680,7972614.570,0.268
637663.680,7972864.570,1.465
637601.180,7979114.580,0.140
638851.180,7980739.580,0.294
636351.180,7970489.560,0.104
634788.680,7971927.070,0.925
637038.680,7975302.070,0.052
638226.180,7975614.570,0.951
636476.180,7973239.570,0.546
638288.680,7980614.580,0.268
637726.180,7976177.070,0.191
637351.180,7977864.570,0.088
637976.180,7983239.580,0.867
635038.680,7969364.560,0.548
634788.680,7971114.560,0.706
634976.180,7971802.070,0.201
639038.680,7981864.580,0.061
637663.680,7980364.580,0.162
636601.180,7972614.570,0.578
637663.680,7976489.570,0.798
637038.680,7972552.070,0.683
639101.180,7978114.570,0.206
638163.680,7978302.080,0.590
638538.680,7980489.580,0.946
635601.180,7974552.070,0.649
637601.180,7981739.580,0.171
639163.680,7980177.080,0.407
636726.180,7975989.570,0.145
637476.180,7975802.070,0.632
638663.680,7979114.580,0.553
636288.680,7971989.570,0.201
636976.180,7973177.070,0.394
634976.180,7972114.570,1.439
635476.180,7970864.560,0.155
636601.180,7972802.070,0.487
638163.680,7982677.080,1.216
638726.180,7976489.570,1.041
639288.680,7981489.580,0.382
637226.180,7975427.070,0.128
637288.680,7972864.570,0.309
639413.680,7981739.580,1.452
637476.180,7971802.060,0.121
636788.680,7975802.070,0.449
635288.680,7971989.570,1.137
638726.180,7975864.570,0.468
634538.680,7971114.560,1.527
638913.680,7981427.080,0.201
637663.680,7975427.070,0.665
636413.680,7976364.570,0.073
638851.180,7973677.070,0.518
638538.680,7971802.060,0.091
636538.680,7979489.580,0.063
635538.680,7969927.060,0.499
638663.680,7973052.070,0.867
637163.680,7973052.070,0.875
638663.680,7976427.070,0.690
636101.180,7979052.080,0.980
637976.180,7977864.570,1.601
640038.690,7981302.080,0.359
639601.180,7981927.080,0.189
637976.180,7975739.570,1.061
636288.680,7972989.570,0.351
639101.180,7971927.060,0.689
636476.180,7977364.570,0.057
636288.680,7973489.570,0.395
636351.180,7979239.580,0.516
636851.180,7977677.070,0.220
639288.680,7974989.570,0.914
638913.680,7981739.580,0.381
636601.180,7973427.070,0.347
639726.180,7979739.580,1.038
637351.180,7980927.080,0.650
638538.680,7972239.570,0.235
638663.680,7975677.070,0.096
634476.180,7970677.060,0.188
638226.180,7978864.580,0.878
638413.680,7982177.080,1.286
637913.680,7972989.570,1.021
636163.680,7977552.070,0.665
639476.180,7981927.080,0.276
637413.680,7982177.080,0.244
636538.680,7976989.570,0.045
638476.180,7977614.570,0.648
636226.180,7970364.560,0.756
639038.680,7971427.060,1.009
637351.180,7981364.580,0.057
635476.180,7971989.570,1.025
636913.680,7972927.070,0.595
635913.680,7977864.570,0.778
638413.680,7982239.580,1.029
639288.680,7981802.080,0.474
635538.680,7971802.070,0.286
638788.680,7973052.070,1.218
635976.180,7971489.560,0.168
636726.180,7979802.080,0.064
639163.680,7980927.080,0.820
636101.180,7969927.060,0.232
638226.180,7982364.580,1.417
638726.180,7973239.570,0.965
637413.680,7977177.070,0.165
638663.680,7980989.580,1.377
636163.680,7977052.070,0.117
638976.180,7975239.570,0.590
638163.680,7971677.060,0.556
638601.180,7980427.080,1.156
638538.680,7979114.580,0.294
638663.680,7972802.070,0.638
637663.680,7974364.570,0.715
636101.180,7976239.570,0.185
635726.180,7969364.560,0.845
637851.180,7973302.070,0.255
637726.180,7978239.570,0.414
635788.680,7978802.080,1.505
638226.180,7979614.580,0.779
637726.180,7971864.570,0.059
635976.180,7978614.580,0.472
637663.680,7971989.570,0.066
638476.180,7972114.570,0.175
639851.190,7982177.080,0.094
636038.680,7970677.060,0.893
636538.680,7971927.070,0.716
635788.680,7972052.070,0.175
638163.680,7981927.080,1.192
637413.680,7981489.580,0.143
636663.680,7976239.570,0.119
634788.680,7971364.560,0.672
638163.680,7982739.580,1.537
638413.680,7977052.070,0.464
636601.180,7979364.580,1.174
635976.180,7976114.570,0.539
636663.680,7976614.570,0.093
637976.180,7983177.080,0.893
637476.180,7980927.080,0.221
635726.180,7973864.570,0.133
637476.180,7971864.570,0.125
636288.680,7976677.070,0.054
636663.680,7976989.570,0.051
636413.680,7976614.570,0.026
638476.180,7975364.570,0.659
638038.680,7976302.070,0.431
637413.680,7978052.070,0.613
636163.680,7976489.570,0.119
639601.180,7981739.580,1.136
637601.180,7977864.570,0.057
636663.680,7972739.570,0.919
635851.180,7970552.060,0.188
636851.180,7975114.570,0.049
634538.680,7971302.060,0.270
637163.680,7974677.070,0.053
636038.680,7973302.070,0.259
638226.180,7981989.580,1.039
638413.680,7975177.070,0.706
637538.680,7982239.580,0.085
638226.180,7972552.070,0.361
638351.180,7977677.070,0.709
638101.180,7971614.560,0.243
639038.680,7978614.580,0.055
638788.680,7980427.080,1.300
635288.680,7970364.560,0.213
639226.180,7975114.570,0.647
635663.680,7969239.560,0.597
636538.680,7970802.060,0.030
638288.680,7979864.580,0.373
638413.680,7979302.080,1.028
638726.180,7982802.080,0.239
639351.180,7981927.080,0.260
638038.680,7983239.580,0.747
635663.680,7971864.570,0.463
638788.680,7979114.580,0.707
637476.180,7981239.580,0.284
639476.180,7982239.580,0.214
638913.680,7979677.080,0.651
636913.680,7973927.070,1.204
636288.680,7969989.560,0.147
636601.180,7974052.070,0.361
636788.680,7972677.070,0.705
637663.680,7978427.080,0.133
636851.180,7977052.070,0.068
640038.690,7982677.080,0.159
637788.680,7978177.070,1.225
636163.680,7976114.570,0.099
636476.180,7976364.570,0.054
638163.680,7978552.080,0.314
637413.680,7975989.570,0.073
638351.180,7974177.070,0.179
636726.180,7977489.570,0.053
634976.180,7970989.560,0.505
636663.680,7976677.070,0.045
636726.180,7973239.570,0.120
635538.680,7973864.570,0.913
635976.180,7970489.560,0.435
637101.180,7975489.570,0.117
637788.680,7981802.080,0.951
637913.680,7971802.060,0.038
638913.680,7975177.070,0.388
636538.680,7972114.570,0.485
638101.180,7974427.070,0.559
634788.680,7971239.560,1.118
636101.180,7979677.080,0.027
637663.680,7981927.080,0.407
635851.180,7978239.580,0.371
639663.680,7980177.080,0.271
637538.680,7977552.070,0.032
637601.180,7972427.070,1.037
635788.680,7974677.070,0.113
638538.680,7980239.580,0.626
639351.180,7979927.080,0.300
635851.180,7977802.070,0.708
638788.680,7980677.080,0.334
636288.680,7978239.580,0.928
637538.680,7975239.570,0.066
638038.680,7971802.060,0.523
638663.680,7979364.580,0.406
638476.180,7975677.070,0.203
638163.680,7981177.080,1.211
637851.180,7974364.570,0.784
638601.180,7980927.080,1.437
634788.680,7972177.070,0.775
639163.680,7974489.570,0.943
636351.180,7979614.580,0.048
639726.180,7982864.580,0.221
636788.680,7974302.070,1.490
637351.180,7971927.070,0.219
639226.180,7971489.560,0.262
637663.680,7976614.570,0.582
637976.180,7981489.580,1.606
634976.180,7970552.060,0.372
638726.180,7982302.080,0.322
636538.680,7976364.570,0.037
639663.680,7980927.080,1.065
636913.680,7976427.070,0.130
637788.680,7972677.070,1.110
638976.180,7973864.570,1.107
639913.690,7982927.080,0.289
637601.180,7978302.080,0.056
638163.680,7978052.070,0.483
635851.180,7970927.060,0.081
638663.680,7977552.070,0.285
636976.180,7971552.060,1.105
637538.680,7978677.080,0.090
638663.680,7982927.080,0.659
638226.180,7974239.570,1.317
636601.180,7973239.570,0.214
637163.680,7978052.070,0.115
638476.180,7971552.060,0.495
637601.180,7974114.570,1.038
635726.180,7976864.570,0.812
639351.180,7980177.080,0.153
635726.180,7969677.060,0.095
636101.180,7978927.080,0.115
637038.680,7973489.570,0.119
639101.180,7973677.070,0.853
634351.180,7970739.560,0.380
638351.180,7977989.570,1.384
638538.680,7978239.570,0.768
639351.180,7982989.580,0.146
636788.680,7974489.570,0.849
635851.180,7977552.070,0.367
638351.180,7982927.080,1.259
637913.680,7972552.070,0.336
639101.180,7973989.570,0.989
639476.180,7979677.080,0.245
636163.680,7972614.570,0.345
638101.180,7977177.070,1.470
637538.680,7979739.580,1.196
636226.180,7969802.060,0.890
637538.680,7973302.070,1.107
635913.680,7978114.580,0.810
634601.180,7971864.570,1.100
637788.680,7983114.580,0.968
638976.180,7979302.080,0.675
638913.680,7973052.070,1.318
635226.180,7970677.060,0.503
639101.180,7982614.580,0.041
637851.180,7978114.570,0.636
637351.180,7972177.070,1.034
638913.680,7978114.570,1.085
634601.180,7970927.060,0.850
635226.180,7969239.560,0.235
638351.180,7972427.070,0.276
635601.180,7969677.060,0.071
636601.180,7978114.570,0.099
638726.180,7972802.070,0.228
637976.180,7971614.560,0.229
640038.690,7983114.580,0.458
636601.180,7978489.580,0.317
638788.680,7983177.080,0.628
637476.180,7974614.570,0.114
638288.680,7980427.080,0.262
637351.180,7980114.580,0.219
637101.180,7974489.570,0.487
638351.180,7980052.080,0.146
638913.680,7981239.580,0.750
636788.680,7974739.570,0.148
634913.680,7969427.060,0.709
638913.680,7975552.070,0.601
639663.680,7982114.580,0.437
639851.180,7981052.080,0.577
637226.180,7977489.570,0.070
637726.180,7973114.570,1.207
636663.680,7977739.570,0.064
637976.180,7973927.070,0.804
634913.680,7969302.060,0.455
637413.680,7979677.080,0.543
636726.180,7973802.070,0.718
636913.680,7972427.070,0.603
635851.180,7971052.060,0.055
636351.180,7980114.580,0.066
637351.180,7975364.570,0.123
635101.180,7969927.060,0.953
637538.680,7983052.080,0.107
638413.680,7972114.570,0.127
639976.190,7982177.080,0.114
636538.680,7972864.570,0.551
636163.680,7978177.080,1.038
638913.680,7978552.080,0.034
639726.180,7981489.580,0.512
639038.680,7973802.070,0.519
638601.180,7972177.070,0.200
638976.180,7973239.570,1.257
638226.180,7979239.580,1.363
639038.680,7972052.070,1.112
637788.680,7976614.570,0.648
637788.680,7972239.570,0.180
638413.680,7974489.570,0.356
639476.180,7982302.080,0.162
638726.180,7978802.080,0.562
636163.680,7978614.580,0.875
635476.180,7969177.060,0.713
637226.180,7979989.580,0.051
636851.180,7972239.570,0.265
638601.180,7976302.070,1.018
637413.680,7977927.070,0.056
637976.180,7982864.580,1.418
638413.680,7978489.580,0.388
637476.180,7980177.080,0.095
635788.680,7974302.070,0.377
637351.180,7980489.580,0.258
639538.680,7981739.580,1.127
637976.180,7975802.070,1.326
637913.680,7978739.580,0.547
634913.680,7969927.060,0.402
637413.680,7975427.070,0.210
638538.680,7980052.080,1.159
636663.680,7978052.070,0.107
639288.680,7975302.070,1.074
639163.680,7971614.560,1.266
637851.180,7974552.070,0.423
638101.180,7975302.070,0.267
634851.180,7969739.560,0.381
638163.680,7975677.070,0.569
635976.180,7978114.580,1.052
635351.180,7971552.060,0.924
637601.180,7981302.080,0.548
637163.680,7973552.070,0.069
637788.680,7978802.080,0.598
635976.180,7978302.080,1.016
638726.180,7974489.570,0.766
638538.680,7982989.580,0.284
638788.680,7972489.570,0.657
634413.680,7970052.060,0.722
637726.180,7973614.570,1.020
636601.180,7972302.070,0.153
637913.680,7977052.070,0.061
638226.180,7978927.080,1.145
638976.180,7980739.580,0.147
638226.180,7971427.060,0.161
637538.680,7974302.070,0.170
635163.680,7971739.570,0.250
637101.180,7971677.060,0.706
638038.680,7976739.570,0.785
636726.180,7979052.080,0.369
638163.680,7973927.070,0.504
638851.180,7973364.570,1.047
638476.180,7980552.080,0.926
636726.180,7973864.570,0.185
638663.680,7979052.080,0.937
639226.180,7971802.060,0.946
636038.680,7977614.570,0.669
636163.680,7972552.070,0.759
639038.680,7977989.570,0.086
639538.680,7982052.080,0.163
636413.680,7970489.560,0.188
638163.680,7982302.080,0.768
637163.680,7974614.570,0.090
638476.180,7974364.570,1.229
637976.180,7973177.070,1.035
636351.180,7974427.070,0.497
638726.180,7975052.070,0.380
637976.180,7972677.070,0.286
638976.180,7974552.070,0.405
635476.180,7969364.560,0.383
638788.680,7974989.570,1.749
637538.680,7980489.580,0.721
636038.680,7970177.060,0.259
638976.180,7979864.580,0.747
638788.680,7972364.570,0.208
635913.680,7977614.570,0.663
640038.690,7980427.080,1.228
638163.680,7976114.570,0.501
637851.180,7971552.060,0.182
638101.180,7976114.570,0.148
637538.680,7977427.070,0.053
637351.180,7979052.080,0.341
638226.180,7973427.070,1.070
639913.690,7981802.080,0.507
636851.180,7972927.070,0.345
638663.680,7975427.070,0.212
634976.180,7971614.560,0.161
639476.180,7982427.080,0.097
637726.180,7976489.570,0.256
639288.680,7974677.070,0.543
638351.180,7976177.070,0.382
639538.680,7981427.080,0.438
637476.180,7978677.080,0.715
636726.180,7977427.070,0.034
638413.680,7977927.070,0.565
637851.180,7983052.080,0.662
636038.680,7971989.570,0.742
638476.180,7977552.070,0.724
637226.180,7974614.570,0.179
634913.680,7972114.570,0.974
636913.680,7972052.070,0.415
637538.680,7973052.070,1.409
638913.680,7980114.580,0.458
636788.680,7977427.070,0.033
639101.180,7974302.070,0.746
636288.680,7977114.570,0.177
636788.680,7974677.070,0.076
635538.680,7974614.570,0.331
635288.680,7969552.060,0.116
638226.180,7973989.570,0.742
637538.680,7982114.580,0.184
639226.180,7971427.060,1.071
635726.180,7974677.070,0.218
637288.680,7978177.070,0.195
638601.180,7975614.570,0.154
636538.680,7979989.580,0.071
638038.680,7980927.080,1.177
638788.680,7982177.080,0.120
637413.680,7981302.080,0.196
635788.680,7977177.070,1.038
639226.180,7974364.570,0.673
636038.680,7979427.080,0.304
638851.180,7977614.570,0.948
635788.680,7969802.060,0.233
637788.680,7976052.070,0.067
636538.680,7970239.560,0.123
638101.180,7979989.580,0.547
635851.180,7979177.080,0.477
637413.680,7973427.070,0.621
639913.690,7981927.080,0.649
639976.180,7980052.080,0.285
637163.680,7973114.570,0.468
638851.180,7980364.580,1.317
638476.180,7974489.570,0.711
636663.680,7976302.070,0.131
636976.180,7979989.580,0.034
636476.180,7977739.570,0.254
639288.680,7979677.080,0.295
638163.680,7978739.580,0.376
638726.180,7972427.070,0.108
636913.680,7977302.070,0.084
636413.680,7978177.080,1.223
637226.180,7972989.570,0.641
638163.680,7981989.580,0.391
637038.680,7972989.570,1.200
639101.180,7974802.070,0.978
638413.680,7971552.060,0.453
635538.680,7972177.070,1.204
637663.680,7980489.580,1.240
638038.680,7972989.570,0.625
635663.680,7973677.070,0.056
635038.680,7969614.560,0.188
639101.180,7980864.580,0.488
636913.680,7973739.570,0.618
638226.180,7973239.570,0.456
638976.180,7979177.080,0.233
638413.680,7982739.580,0.575
636726.180,7972052.070,0.738
638663.680,7980177.080,0.932
636851.180,7972864.570,0.459
636851.180,7974239.570,1.474
638726.180,7979052.080,0.203
638476.180,7973614.570,0.288
639726.180,7981177.080,1.530
637101.180,7975927.070,0.182
640038.690,7982114.580,0.101
639038.680,7982552.080,0.043
635788.680,7979927.080,0.098
634851.180,7969177.060,0.211
634913.680,7971052.060,1.798
636226.180,7974239.570,0.393
637288.680,7976614.570,0.034
636788.680,7974864.570,0.260
635726.180,7976989.570,0.295
636976.180,7979489.580,0.068
638476.180,7972989.570,1.456
635913.680,7976552.070,0.185
634851.180,7971614.570,0.148
635476.180,7971427.060,0.216
639226.180,7981614.580,0.346
635663.680,7974489.570,0.398
639038.680,7972989.570,1.357
635913.680,7971864.570,1.111
639101.180,7973052.070,0.836
635913.680,7973052.070,0.230
638538.680,7979364.580,0.151
638163.680,7979927.080,0.695
639538.680,7981114.580,0.568
637226.180,7974052.070,0.813
636788.680,7972489.570,0.139
635538.680,7972052.070,0.992
638038.680,7979302.080,0.850
637101.180,7980177.080,0.088
639101.180,7972614.570,0.675
639476.180,7981239.580,0.488
635726.180,7977177.070,0.821
634726.180,7971427.060,0.462
638101.180,7974302.070,1.063
634288.680,7971614.570,0.121
636163.680,7972739.570,0.493
635976.180,7979114.580,0.307
636788.680,7977489.570,0.067
635976.180,7970114.560,0.106
637976.180,7973864.570,0.480
637163.680,7975802.070,1.173
634538.680,7970864.560,0.947
635538.680,7973802.070,0.746
638163.680,7980114.580,0.189
639038.680,7973677.070,0.820
635538.680,7971489.560,0.271
635851.180,7970989.560,0.057
634663.680,7970739.560,1.084
635413.680,7970614.560,0.174
637851.180,7974989.570,0.238
638351.180,7976114.570,0.329
635788.680,7969739.560,0.260
639913.680,7980052.080,0.878
637601.180,7974739.570,0.070
636476.180,7978614.580,1.548
637226.180,7978614.580,0.856
639538.680,7983239.580,0.311
636976.180,7979864.580,0.036
637663.680,7977802.070,0.059
640038.690,7980927.080,0.139
639163.680,7979552.080,0.763
638288.680,7971677.060,0.188
639101.180,7981677.080,0.262
638976.180,7972239.570,0.283
639038.680,7979239.580,0.327
638663.680,7975552.070,0.181
636851.180,7976677.070,0.151
637163.680,7979927.080,0.044
637976.180,7971864.570,0.492
638726.180,7981677.080,0.644
635976.180,7972739.570,0.944
637413.680,7972364.570,0.507
637413.680,7972489.570,0.414
635663.680,7971802.070,0.219
636476.180,7973864.570,0.438
636351.180,7979927.080,0.058
635726.180,7970177.060,0.289
636038.680,7979677.080,0.034
637101.180,7978427.080,0.182
638788.680,7979739.580,0.829
636163.680,7979614.580,0.058
638288.680,7977802.070,0.780
637538.680,7972177.070,1.721
639288.680,7975552.070,0.916
636976.180,7979302.080,0.458
636913.680,7977927.070,0.650
637288.680,7977239.570,0.044
639038.680,7982302.080,0.092
635726.180,7974114.570,0.250
639163.680,7972864.570,0.558
639476.180,7982677.080,0.164
635976.180,7978427.080,1.385
636038.680,7976239.570,0.250
639163.680,7977989.570,0.438
635913.680,7978177.080,1.701
637288.680,7974677.070,0.050
637851.180,7979302.080,0.148
636226.180,7973614.570,0.440
637601.180,7979177.080,0.106
638601.180,7982364.580,0.915
638413.680,7974177.070,0.232
637476.180,7975114.570,0.047
636038.680,7979364.580,0.431
636913.680,7973302.070,0.077
