X,Y,MAcgg,PP3csbg,PP34b,PP4esjc,PP4esb,PP4egm
634413.6800000003,7971302.059999999,0.0,0.06,0.02,0.04,0.88,0.0
636851.1800000003,7976552.0699999975,0.0,0.72,0.04,0.14,0.1,0.0
636726.1800000003,7973927.070000001,0.0,0.0,0.16,0.8,0.02,0.02
636226.1800000003,7970614.559999998,0.96,0.04,0.0,0.0,0.0,0.0
635851.1800000003,7979114.58,0.0,0.0,0.1,0.84,0.02,0.04
637101.18,7978302.08,0.0,0.04,0.96,0.0,0.0,0.0
636476.1800000003,7979052.08,0.0,0.0,0.78,0.18,0.04,0.0
636476.1800000003,7971364.559999998,0.94,0.06,0.0,0.0,0.0,0.0
636038.68,7972427.07,0.06,0.16,0.0,0.76,0.02,0.0
637913.6800000003,7978364.58,0.0,0.08,0.6,0.3,0.02,0.0
636476.1800000003,7978677.08,0.0,0.0,0.22,0.7,0.02,0.06
637601.1800000003,7980364.58,0.0,0.0,0.26,0.0,0.72,0.02
635913.6800000003,7980114.58,0.0,0.0,0.98,0.0,0.02,0.0
637351.1800000003,7979114.58,0.0,0.02,0.88,0.06,0.02,0.02
638788.6800000003,7972739.57,0.0,0.0,0.2,0.78,0.0,0.02
635538.68,7970302.059999999,0.02,0.92,0.0,0.06,0.0,0.0
639788.6800000003,7981739.580000001,0.0,0.0,0.0,0.04,0.82,0.14
636351.1800000003,7978114.570000001,0.0,0.0,0.02,0.66,0.3,0.02
636788.6800000003,7979177.080000001,0.0,0.0,0.92,0.06,0.02,0.0
635163.6800000003,7971302.059999999,0.0,0.72,0.0,0.06,0.22,0.0
637913.6800000003,7977239.57,0.0,0.96,0.0,0.02,0.02,0.0
637163.6800000003,7976739.57,0.0,1.0,0.0,0.0,0.0,0.0
635663.6800000003,7971427.059999999,0.02,0.98,0.0,0.0,0.0,0.0
636226.1800000003,7979802.080000001,0.0,0.02,0.96,0.0,0.0,0.02
636351.1800000003,7978239.58,0.0,0.0,0.0,0.6,0.4,0.0
637038.68,7978114.570000001,0.02,0.2,0.76,0.02,0.0,0.0
637788.6800000003,7979614.579999999,0.0,0.72,0.06,0.02,0.2,0.0
638788.6800000003,7980114.58,0.0,0.0,0.06,0.02,0.88,0.04
638538.68,7977302.0699999975,0.0,0.0,0.88,0.04,0.06,0.02
637788.6800000003,7972302.0699999975,0.02,0.76,0.06,0.16,0.0,0.0
636663.6800000003,7979114.58,0.0,0.0,0.72,0.12,0.12,0.04
635851.1800000003,7978552.08,0.0,0.02,0.02,0.74,0.16,0.06
639101.18,7982114.58,0.0,0.0,0.0,0.0,0.96,0.04
636476.1800000003,7978927.079999999,0.0,0.0,0.8,0.14,0.04,0.02
636351.1800000003,7970739.559999999,1.0,0.0,0.0,0.0,0.0,0.0
635851.1800000003,7973552.0699999975,0.0,0.0,0.0,0.14,0.84,0.02
638476.1800000003,7973739.5699999975,0.0,0.0,0.16,0.82,0.02,0.0
636288.6800000003,7979177.080000001,0.0,0.0,0.2,0.74,0.04,0.02
639976.19,7982114.58,0.0,0.0,0.06,0.02,0.84,0.08
635788.6800000003,7970427.059999999,0.04,0.92,0.0,0.02,0.02,0.0
637351.1800000003,7980239.58,0.0,0.0,0.96,0.0,0.0,0.04
637851.1800000003,7978489.58,0.0,0.04,0.74,0.1,0.08,0.04
638288.6800000003,7981677.080000001,0.0,0.0,0.06,0.62,0.06,0.26
637538.68,7977239.57,0.0,1.0,0.0,0.0,0.0,0.0
638038.68,7977927.070000001,0.0,0.02,0.66,0.12,0.14,0.06
639038.68,7978114.570000001,0.0,0.0,0.16,0.0,0.08,0.76
636851.1800000003,7979114.58,0.0,0.0,0.94,0.04,0.02,0.0
639101.18,7978614.579999999,0.0,0.0,0.0,0.0,0.0,1.0
635663.6800000003,7973614.57,0.0,0.0,0.02,0.04,0.9,0.04
638226.1800000003,7974552.0699999975,0.06,0.14,0.02,0.74,0.04,0.0
638351.1800000003,7981489.58,0.0,0.0,0.3,0.62,0.04,0.04
636476.1800000003,7970614.559999998,0.98,0.02,0.0,0.0,0.0,0.0
637226.1800000003,7977489.5699999975,0.0,0.98,0.02,0.0,0.0,0.0
637726.1800000003,7977052.07,0.0,0.96,0.0,0.04,0.0,0.0
638726.1800000003,7978739.58,0.0,0.0,0.04,0.02,0.02,0.92
638413.6800000003,7976864.570000001,0.0,0.0,0.72,0.18,0.08,0.02
638413.6800000003,7978177.07,0.0,0.0,0.14,0.78,0.04,0.04
638101.18,7973614.57,0.0,0.02,0.08,0.72,0.18,0.0
